cod_loja;faturamento
3186;221821.8
3197;36836.38
3199;28744.646
3200;37204.598
3206;47219.7
3208;141034.2
3213;123849.48
3236;96088.88
3243;99744.63
3251;39590.664
3252;94959.086
3261;127810.47
3263;146677.14
3274;82121.41
3284;87247.8
3285;59107.707
3287;70940.77
3294;59124.277
3301;69527.38
3307;136435.95
3310;32111.088
3316;107089.06
3323;32064.463
3326;23406.312
3340;149109.0
3344;48269.74
3353;108726.43
3359;70380.3
3367;52233.996
3368;28139.322
3371;49504.484
3383;86233.664
3389;69731.21
3394;110992.96
3396;241303.81
3406;30541.635
3415;86633.72
3416;184417.14
3426;98053.19
3432;66901.88
3433;76083.555
3436;63253.527
3450;180099.92
3457;55560.895
3464;72316.05
3472;85266.805
3475;142376.69
3478;69048.21
3480;131304.73
3484;54580.703
3493;60467.26
3512;105329.59
3533;106126.5
3539;93818.555
3549;138719.4
3552;67293.38
3557;59984.418
3559;83620.29
3565;88448.375
3566;85950.195
3568;88448.375
3592;70430.26
3593;92651.78
3598;80642.25
3599;84066.15
3605;90328.65
3608;77579.32
3617;93805.164
3621;97900.4
3626;104112.586
3627;30416.734
3636;91659.914
3644;77250.63
3650;42512.52
3661;58774.926
3667;52975.684
3672;80310.89
3674;250091.75
3675;98933.77
3684;95682.07
