,cod_loja,faturamento,jan,fev,mar
53,344,95862.34,91718.32,82028.914,113839.8
54,353,249512.52,255864.88,216466.06,276206.62
55,355,65714.37,70294.1,51434.117,75414.88
56,375,73424.914,75208.58,72238.7,72827.46
57,381,236320.73,247899.28,208445.33,252617.55
58,384,134178.45,146919.72,116041.51,139574.14
59,394,126293.25,130348.55,112201.73,136329.45
60,420,117495.28,120506.64,107794.734,124184.47
61,427,57331.42,59167.83,53240.02,59586.418
62,448,92767.22,101586.6,75922.9,100792.15
63,450,183101.44,203147.84,170634.39,175522.08
64,452,121022.586,129667.19,107383.69,126016.86
65,461,51542.793,53133.24,48121.625,53373.516
66,476,123911.13,138201.02,113273.89,120258.5
67,480,260716.86,269532.66,228324.58,284293.3
68,486,55931.125,60098.023,50345.473,57349.883
69,501,164197.3,141982.36,152322.3,198287.25
70,514,110470.9,107704.54,99111.266,124596.88
71,520,83959.84,86674.52,75049.99,90155.02
72,522,47684.87,50600.34,35849.008,56605.27
73,526,70546.33,97808.49,50455.773,63374.723
74,540,79785.734,83383.555,72489.9,83483.75
75,543,68886.21,72813.97,67067.86,66776.8
76,545,141342.84,147927.9,116068.97,160031.66
77,556,73333.04,78564.414,62904.42,78530.29
78,560,154913.02,169718.28,130919.34,164101.45
79,561,67087.445,71059.24,58702.71,71500.4
80,566,52236.39,53524.426,41655.14,61529.61
81,572,68505.57,69320.81,62959.777,73236.11
82,575,66159.87,70656.83,64649.496,63173.28
83,588,58103.793,61571.504,48345.492,64394.383
84,592,49429.625,47903.535,42635.92,57749.43
85,596,107620.32,107741.44,95219.99,119899.52
86,601,56601.887,59058.746,45478.49,65268.414
87,603,120006.18,118949.07,104753.086,136316.38
88,610,84246.79,91419.29,67237.22,94083.88
89,618,34933.004,38283.844,30633.283,35881.895
90,620,48857.812,50179.535,42872.715,53521.19
91,636,141035.52,140783.31,123226.484,159096.77
92,637,45368.363,46087.312,44535.496,45482.28
93,641,167231.89,163137.39,157679.23,180879.06
94,645,251248.05,272346.4,210215.94,271181.78
95,646,106009.77,113069.42,86448.63,118511.234
96,652,203266.25,206426.5,187507.0,215865.27
97,653,63451.535,65667.125,59601.977,65085.504
98,678,35826.297,36402.39,29365.643,41710.86
99,680,106231.15,106719.89,95197.36,116776.2
100,683,65292.176,71623.914,52292.645,71959.98
101,685,108653.06,98466.58,101484.016,126008.58
102,715,39209.23,41013.36,32969.71,43644.62
103,730,58085.105,59438.934,49363.812,65452.56
104,733,170413.39,178195.89,139103.47,193940.78
105,750,72535.25,72954.56,59281.29,85369.914
106,756,92247.15,97534.484,84276.57,94930.36
107,758,60267.074,66110.28,52780.223,61910.715
108,771,144534.95,127443.34,142029.83,164131.67
109,777,33705.777,31579.422,30011.074,39526.836
110,791,42196.203,48396.49,36060.207,42131.914
111,812,42738.63,44116.36,36938.066,47161.473
112,813,55773.22,56448.902,46680.844,64189.906
113,820,42655.848,40259.53,34167.742,53540.273
114,841,44905.082,41573.8,43183.234,49958.215
115,857,56723.434,63745.695,46561.684,59862.918
116,861,107621.4,128496.68,88670.31,105697.17
117,866,202064.98,222899.2,175496.17,207799.55
118,867,107809.09,111532.83,97454.695,114439.76
119,868,68466.98,71219.52,57558.523,76622.88
120,875,107270.28,76916.414,104193.4,140701.03
121,876,41516.707,41843.207,36681.535,46025.387
122,885,96186.01,100938.53,86086.555,101532.94
123,903,173452.98,178434.56,151610.27,190314.11
124,907,153158.86,167998.88,124631.61,166846.08
125,914,46802.812,53415.28,37837.406,49155.75
126,929,121969.414,129732.3,102855.79,133320.16
127,936,131396.48,146750.53,117512.7,129926.22
128,938,81715.49,75831.27,74735.984,94579.23
129,944,64256.637,62464.707,57112.11,73193.1
130,950,74723.9,71583.69,70483.62,82104.38
131,952,50713.668,52954.75,44116.113,55070.15
132,953,78333.47,74513.164,69641.98,90845.26
133,967,64956.33,71087.96,58556.445,65224.58
134,974,186492.33,180497.98,185592.42,193386.58
135,975,102411.22,109225.9,83375.375,114632.37
136,1007,95275.336,89273.55,88856.89,107695.57
137,1008,59487.645,65158.547,53580.36,59724.027
138,1013,53557.266,61442.95,44753.574,54475.273
139,1025,156845.92,147484.61,148461.42,174591.73
140,1027,276742.47,272855.16,246189.14,311183.1
141,1034,86451.93,93094.24,75842.64,90418.92
142,1036,71331.04,76249.15,62333.266,75410.73
143,1039,34906.914,39153.227,30279.836,35287.68
144,1059,97016.54,98447.99,83755.305,108846.33
145,1065,141623.7,135531.44,128050.984,161288.66
146,1069,63519.277,36337.996,67330.35,86889.484
147,1073,76549.586,79289.45,67744.1,82615.195
148,1082,52604.832,54223.664,44326.617,59264.21
149,1089,51066.08,53124.01,44900.895,55173.324
150,1093,87367.23,96284.734,82277.38,83539.56
151,1094,151149.19,156867.81,133446.77,163132.98
152,1099,35037.42,38871.324,28180.986,38059.957
153,1106,90560.53,84168.19,75944.125,111569.29
154,1109,120334.76,120019.42,110563.84,130421.016
155,1114,147423.08,163759.39,117602.92,160906.92
156,1124,60950.64,62008.31,54065.89,66777.72
157,1126,66241.47,60119.035,59695.785,78909.59
158,1145,83511.81,92009.08,72973.42,85552.93
159,1148,35230.617,39666.33,28847.025,37178.5
160,1151,46240.688,48491.062,40194.992,50036.016
161,1153,73142.52,73431.95,60906.957,85088.66
162,1156,114083.84,115381.53,106040.625,120829.375
163,1164,99805.164,75280.29,99421.38,124713.836
164,1173,42597.098,47376.68,38779.254,41635.35
165,1175,46374.113,45582.21,47856.266,45683.87
166,1180,66294.71,79139.71,58974.543,60769.89
167,1186,96380.46,97434.57,83847.81,107858.984
168,1196,93639.69,91772.61,84499.26,104647.17
169,1199,77145.26,83331.53,64941.75,83162.5
170,1208,150723.56,162545.11,121746.336,167879.23
171,1213,103812.1,105231.56,95475.32,110729.43
172,1226,44323.547,45752.832,39146.742,48071.062
173,1234,165778.33,170755.66,143113.0,183466.31
174,1246,112971.27,121332.445,94258.586,123322.8
175,1247,138013.95,145392.75,108625.92,160023.19
176,1254,57456.37,54041.305,54857.633,63470.176
177,1267,111187.24,117800.14,95873.266,119888.31
178,1274,47702.812,52770.934,40571.676,49765.832
179,1279,69632.28,45682.28,68141.34,95073.22
180,1283,45616.707,44423.816,39567.766,52858.54
181,1287,34341.676,38373.094,31627.82,33024.11
182,1292,60384.723,66094.09,49418.01,65642.06
183,1298,268630.97,279523.0,249626.14,276743.8
184,1308,75785.195,77090.29,67578.62,82686.69
185,1314,103978.945,113793.73,98750.64,99392.46
186,1317,239936.75,252878.12,235226.84,231705.25
187,1321,51965.64,56437.617,44419.82,55039.48
188,1322,179365.92,190795.92,151700.39,195601.4
189,1334,96206.34,97491.23,80862.984,110264.805
190,1335,59113.473,60673.914,60224.1,56442.406
191,1359,101965.51,101932.39,89459.055,114505.09
192,1360,68758.68,72197.03,61168.234,72910.766
193,1361,66160.43,65844.04,61537.676,71099.58
194,1374,99064.56,93198.0,91801.99,112193.695
195,1382,31603.357,38793.363,25951.916,30064.79
196,1384,36411.27,36588.977,33621.23,39023.61
197,1385,30176.047,36322.13,25049.223,29156.785
198,1390,136025.42,133790.92,114060.414,160224.94
199,1396,249516.0,270839.0,220891.03,256817.98
200,1398,32748.975,37732.668,32046.072,28468.178
201,1403,58274.86,61845.492,51648.887,61330.2
202,1415,38363.676,39160.73,34385.777,41544.516
203,1418,184364.38,192738.12,171826.4,188528.62
204,1419,71701.56,73459.266,64586.06,77059.35
205,1421,157511.12,164155.42,128813.75,179564.19
206,1422,107910.25,109708.33,96325.56,117696.84
207,1447,54696.438,53290.113,53030.66,57768.543
208,1448,83897.15,81628.39,79645.48,90417.58
209,1452,73778.586,80032.734,60718.49,80584.54
210,1460,47992.84,47508.35,44709.242,51760.918
211,1461,135668.72,115198.73,124230.625,167576.81
212,1462,122137.06,130489.94,102577.09,133344.16
213,1485,76257.07,74615.4,56921.785,97234.04
214,1499,91045.79,88978.086,82117.33,102041.95
215,1500,70943.96,73434.02,61278.277,78119.59
216,1502,76987.836,75707.15,67317.49,87938.87
217,1503,56227.754,61281.39,47871.414,59530.46
218,1507,94635.56,100422.92,84299.76,99184.0
219,1510,57807.51,65370.312,52126.082,55926.137
220,1518,232361.8,244160.12,231987.8,220937.45
221,1523,65123.26,69057.44,59925.188,66387.15
222,1524,62070.53,66304.58,52687.023,67220.0
223,1527,76919.695,76396.57,64625.83,89736.69
224,1531,93614.68,94599.1,85097.4,101147.54
225,1551,155086.86,155702.78,130878.055,178679.7
226,1563,54484.137,54465.906,48683.727,60302.777
227,1568,48021.47,52318.906,42425.457,49320.04
228,1569,97378.81,102281.62,85099.63,104755.2
229,1570,104208.98,110284.95,90428.46,111913.55
230,1574,113541.125,121781.2,105040.82,113801.336
231,1580,81059.72,79126.61,73389.84,90662.7
232,1595,50840.344,56267.31,47505.76,48747.957
233,1598,33914.086,39361.695,27677.129,34703.43
234,1602,30276.482,30772.672,26108.164,33948.61
235,1605,171505.27,161141.19,154124.64,199249.97
236,1613,27787.33,31779.508,24166.219,27416.264
237,1623,75894.82,53582.73,76115.625,97986.11
238,1624,72455.77,50752.234,76988.97,89626.11
239,1626,107646.69,120381.41,97322.12,105236.52
240,1632,49109.27,48646.055,46191.43,52490.33
241,1667,54297.08,53681.246,47967.86,61242.12
242,1669,46435.902,44086.902,41178.01,54042.793
243,1674,70462.18,70799.85,61672.31,78914.38
244,1685,42022.01,41954.312,37703.45,46408.273
245,1686,244611.89,243676.55,229786.9,260372.23
246,1696,291708.0,317670.78,257868.84,299584.38
247,1708,25694.305,30323.621,21516.719,25242.576
248,1724,69440.13,70350.46,59719.68,78250.266
249,1732,70606.46,69762.4,74063.36,67993.64
250,1734,192409.31,191122.9,176886.05,209218.98
251,1743,68492.945,68173.06,61613.863,75691.92
252,1752,82283.09,82694.93,72257.67,91896.695
253,1754,95925.31,101841.23,84299.76,101634.95
254,1757,135137.28,134776.48,113155.82,157479.53
255,1760,102815.28,103232.84,90528.63,114684.37
256,1768,162285.95,128670.26,157479.52,200708.11
257,1774,52171.105,54826.273,40666.637,61020.4
258,1787,105886.9,108346.414,96473.88,112840.39
259,1788,55222.12,71353.016,44761.18,49552.168
260,1789,70943.914,71793.1,57553.05,83485.58
261,1794,19312.525,17747.246,17841.139,22349.195
262,1795,39781.56,44231.875,38008.26,37104.54
263,1799,109629.35,105129.836,101641.38,122116.84
264,1808,56220.324,62767.902,46822.363,59070.695
265,1809,107898.09,80545.086,109753.12,133396.08
266,1811,104299.4,102148.56,93147.695,117601.95
267,1819,184333.0,196039.27,167266.81,189692.97
268,1824,34851.105,36650.74,32230.244,35672.324
269,1835,70296.63,77540.09,66280.1,67069.71
270,1842,274713.97,294043.3,253173.94,276924.7
271,1843,30479.201,37555.715,25258.416,28623.469
272,1851,48941.98,54869.184,40837.54,51119.21
273,1853,88687.15,96260.875,81478.055,88322.484
274,1858,54128.457,62048.29,44888.504,55448.57
275,1861,65421.887,65725.0,67232.43,63308.223
276,1862,66244.88,61754.953,60768.277,76211.414
277,1863,173035.92,182097.33,154373.53,182636.86
278,1869,64919.625,38769.766,69194.18,86794.94
279,1872,76397.08,75321.64,73212.12,80657.484
280,1874,74837.055,73946.99,68287.984,82276.195
281,1882,34675.74,36001.438,31806.523,36219.26
282,1885,99175.81,98445.31,83455.04,115627.1
283,1890,76581.95,80703.11,64137.113,84905.64
284,1896,71011.16,68592.06,69039.31,75402.09
285,1899,26917.396,29133.047,23709.787,27909.352
286,1901,61805.97,62221.77,55114.086,68082.05
287,1918,178349.88,222985.56,146871.61,165192.4
288,1919,89520.65,89679.57,77247.44,101634.95
289,1927,152985.61,150894.92,137508.94,170552.95
290,1930,61677.895,58650.168,55933.676,70449.836
291,1933,66344.34,73525.4,58199.79,67307.85
292,1944,73192.836,69092.57,67598.46,82887.46
293,1949,96958.25,97047.09,85670.01,108157.66
294,1982,124430.34,139539.89,110072.12,123679.04
295,1984,131084.98,131792.16,120516.77,140946.0
296,1986,86199.56,90511.66,77888.234,90198.8
297,1990,48821.52,53358.473,42598.152,50507.934
298,1992,74698.336,70158.305,73761.805,80174.88
299,2009,144989.97,143764.23,129691.73,161513.94
300,2015,78760.32,80628.66,71875.53,83776.79
301,2018,51769.797,57314.402,42740.742,55254.25
302,2020,98078.02,91061.88,84647.055,118525.12
303,2028,173825.56,183772.28,158242.94,179461.47
304,2040,71579.34,72865.98,64635.348,77236.71
305,2046,148758.61,148550.52,120001.93,177723.4
306,2050,94763.81,101629.32,84638.71,98023.42
307,2066,56691.75,53048.555,50772.965,66253.73
308,2068,30709.545,37717.113,25780.176,28631.342
309,2070,258619.73,286863.53,235748.5,253247.17
310,2072,96504.94,98004.78,87314.62,104195.42
311,2074,41172.125,42900.016,36563.473,44052.89
312,2091,32645.072,41368.164,26495.531,30071.521
313,2096,69235.81,67133.6,60906.957,79666.87
314,2111,186251.38,210173.02,160525.44,188055.66
315,2116,121190.54,127159.336,106426.36,129985.93
316,2120,69984.54,68660.06,66275.375,75018.19
317,2121,159311.38,123768.98,168142.23,186022.92
318,2128,49108.574,50735.266,43147.67,53442.773
319,2132,321011.25,386366.7,249945.25,326721.84
320,2136,305196.6,340604.0,266511.12,308474.62
321,2139,93761.805,91404.17,90646.15,99235.09
322,2152,178186.52,204738.98,153721.78,176098.83
323,2153,68341.414,61684.414,63162.223,80177.61
324,2163,218249.39,241475.23,178942.97,234330.0
325,2165,143456.92,156425.58,137112.78,136832.39
326,2166,276427.9,292061.88,254629.06,282592.78
327,2171,275963.03,273516.12,254257.92,300115.1
328,2173,105613.4,101502.99,115437.32,99899.88
329,2177,238142.3,220786.66,219441.88,274198.3
330,2181,101498.13,101711.65,91184.35,111598.414
331,2193,104294.336,98513.41,98931.12,115438.47
332,2195,119565.4,106286.12,115569.18,136840.9
333,2201,152901.69,164397.23,123254.89,171052.92
334,2207,101897.77,105670.484,89414.22,110608.61
335,2223,58792.074,61819.605,52379.145,62177.465
336,2236,179765.55,194106.48,151669.28,193520.9
337,2240,38720.023,42111.117,35395.73,38653.227
338,2241,76114.09,83309.17,69352.766,75680.336
339,2250,106673.15,109122.28,90578.67,120318.47
340,2262,63186.0,63639.902,55679.117,70238.98
341,2277,88249.6,89789.03,75467.516,99492.25
342,2283,31811.545,32248.87,28643.621,34542.14
343,2284,142574.17,135032.1,161987.38,130703.02
344,2294,69549.71,69186.41,64353.15,75109.555
345,2296,82472.74,82540.68,75184.836,89692.72
346,2306,83990.25,66140.47,86330.8,99499.48
347,2321,251294.77,265519.25,208305.6,280059.47
348,2334,66311.22,75829.62,59268.805,63835.242
349,2337,41268.27,53902.957,33369.203,36532.652
350,2341,69440.93,73860.375,61470.715,72991.68
351,2347,102260.625,96299.18,104282.19,106200.51
352,2367,35624.85,38514.45,30764.65,37595.453
353,2368,156302.45,161189.05,150288.1,157430.25
354,2376,194782.8,179526.92,179267.39,225554.03
355,2379,43141.832,44471.44,42979.6,41974.453
356,2380,93568.79,90484.33,78239.984,111982.07
357,2382,99729.445,100641.99,90352.63,108193.72
358,2386,76720.984,70824.23,70824.68,88514.05
359,2388,78752.625,72264.91,67344.48,96648.49
360,2390,76424.1,81273.445,65838.016,82160.85
361,2403,169799.94,156065.05,154954.39,198380.39
362,2410,58948.605,63266.05,48852.06,64727.695
363,2416,69562.125,48638.49,74482.91,85564.99
364,2420,81724.75,82661.64,70812.52,91700.086
365,2423,69039.805,72706.3,56313.56,78099.555
366,2426,235598.62,233446.2,210888.0,262461.66
367,2436,43454.453,44681.63,41694.25,43987.48
368,2451,68914.19,66770.66,58545.047,81426.86
369,2452,71768.29,74151.26,69278.12,71875.51
370,2454,50743.13,51624.867,47172.055,53432.47
371,2461,122718.87,123658.52,110400.8,134097.28
372,2463,215981.11,214593.48,203426.22,229923.62
373,2464,69355.76,70970.68,64589.887,72506.72
374,2469,51826.27,61194.44,48267.18,46017.18
375,3390,90409.5,63913.324,95864.64,111450.53
376,2481,83717.164,82942.53,73629.4,94579.56
377,2487,77337.65,82968.32,68318.73,80725.89
378,2488,112990.695,121278.88,104155.484,113537.73
379,2494,110039.54,87316.1,110503.68,132298.86
380,2504,106962.68,83834.27,109098.65,127955.1
381,2513,66549.46,71658.57,61455.15,66534.67
382,2527,30355.662,28927.152,20826.988,41312.848
383,2535,99381.91,74056.516,98898.33,125190.88
384,2537,187321.75,194816.5,178231.88,188916.88
385,2543,18619.463,20308.646,16986.365,18563.377
386,2550,80851.266,80703.11,68414.68,93436.016
387,2562,71325.836,71069.38,70115.84,72792.27
388,2564,37130.645,42431.85,31992.87,36967.215
389,2579,72535.29,77413.85,66971.59,73220.43
390,2580,57694.418,56764.332,54650.875,61668.047
391,2585,57042.082,60519.63,48333.547,62273.074
392,2594,112692.35,136097.25,91333.03,110646.77
393,2596,146909.23,161157.03,123504.195,156066.5
394,2604,58238.8,60177.594,48162.53,66376.29
395,2613,35607.492,36376.434,30431.914,40014.133
396,2637,91516.26,89807.06,85317.195,99424.54
397,2646,57622.41,56843.27,48108.62,67915.34
398,2649,55230.63,59907.41,47438.31,58346.168
399,2650,45787.895,49691.625,37815.445,49856.617
400,2651,55096.125,58130.07,46227.027,60931.277
401,2652,99627.305,99171.38,91666.87,108043.664
402,2655,51820.44,53409.535,41848.13,60203.664
403,2665,31002.766,30354.156,29698.12,32956.02
404,2667,81104.055,81640.39,70587.586,91084.19
405,2673,183361.75,182950.11,165983.94,201151.17
406,2688,269512.62,274049.78,242308.89,292179.2
407,2689,128355.586,130066.46,113029.96,141970.31
408,2700,80247.055,80288.73,74600.76,85851.67
409,2702,51084.81,48128.45,43684.68,61441.293
410,2704,62504.543,64385.438,55247.758,67880.42
411,2705,58856.645,36919.293,61260.875,78389.77
412,2708,108395.195,111196.77,102575.266,111413.555
413,2724,80640.555,80684.03,71906.03,89331.6
414,2730,34305.38,32511.314,32363.02,38041.805
415,2733,141166.11,144881.97,122622.164,155994.2
416,2741,46217.99,49307.3,40289.523,49057.15
417,2745,43172.375,49906.336,37928.6,41682.184
418,2746,35542.984,41926.027,31289.633,33413.3
419,2748,30446.33,31977.904,24347.443,35013.645
420,2752,27090.986,29402.984,24732.756,27137.217
421,2755,95016.46,92249.945,89494.36,103305.06
422,2757,72655.71,76912.56,65088.96,75965.61
423,2761,103031.25,100864.336,95212.24,113017.17
424,2763,63320.016,64494.004,56946.72,68519.33
425,2774,52536.28,55588.02,49460.2,52560.617
426,2779,176628.38,194746.42,153906.12,181232.56
427,2792,81218.24,86719.77,68338.33,88596.625
428,2801,297068.88,347516.28,258684.67,285005.72
429,2815,70089.65,69799.53,60990.375,79479.03
430,2822,147016.86,146470.66,125010.16,169569.78
431,2828,64482.01,67430.98,57706.008,68309.04
432,2840,155580.39,163710.4,140271.58,162759.19
433,2847,35320.184,32277.201,26503.291,47180.06
434,2855,75532.805,78132.04,69098.21,79368.17
435,2860,83938.62,90458.016,70492.22,90865.6
436,2867,106013.41,105010.89,105757.12,107272.21
437,2877,78892.86,80085.76,69193.31,87399.516
438,2889,57080.207,62934.223,49720.926,58585.47
439,2894,57623.516,60062.95,51612.594,61195.0
440,2910,150889.39,146195.88,128577.375,177894.94
441,2929,41601.887,43601.38,39650.92,41553.363
442,2932,74794.07,79869.86,71694.07,72818.29
443,2934,79280.99,83607.35,74080.4,80155.234
444,2945,78932.43,86249.89,62900.47,87646.914
445,2950,80971.31,88827.34,80389.25,73697.336
446,2954,46939.438,44086.902,43993.93,52737.484
447,2958,57810.22,30155.945,63872.305,79402.414
448,2966,156325.25,155038.05,143043.47,170894.23
449,2976,104580.99,99327.586,96059.97,118355.4
450,2984,223565.42,239142.66,191112.77,240440.81
451,2992,43831.0,46175.8,42285.824,43031.37
452,3004,300058.66,300683.72,261665.53,337826.78
453,3008,184262.0,174188.7,169305.64,209291.67
454,3033,198833.67,212343.02,180972.17,203185.8
455,3054,46657.504,57813.473,39453.266,42705.777
456,3057,61301.207,63074.254,56047.33,64782.055
457,3069,91197.47,93438.61,81038.805,99115.0
458,3082,211946.62,235509.12,184650.31,215680.47
459,3086,43957.406,43996.055,41609.973,46266.18
460,3096,134731.44,149279.66,108878.586,146036.08
461,3098,91045.414,63761.227,90378.98,118996.055
462,3103,56537.566,60289.5,52241.56,57081.637
463,3109,34172.082,34214.746,31469.885,36831.61
464,3114,76778.94,77773.63,73556.59,79006.6
465,3115,100454.875,69085.02,97409.83,134869.77
466,3121,99357.91,96959.664,90116.15,110997.91
467,3138,40691.613,39102.176,36490.133,46482.523
468,3156,109957.34,111289.945,95661.7,122920.37
469,3164,111220.06,113496.68,97646.91,122516.586
470,3168,43011.656,52640.473,36279.445,40115.043
471,3169,92783.0,93193.914,82612.9,102542.17
472,3182,53862.516,50533.793,55498.117,55555.64
473,3186,219767.88,226647.84,195942.84,236712.92
474,3197,38291.723,38793.766,38354.727,37726.67
475,3199,29447.797,30462.074,25535.43,32345.889
476,3200,37434.887,37278.656,33918.68,41107.324
477,3206,44215.76,42748.406,39219.105,50679.766
478,3208,140016.33,141246.12,129376.15,149426.72
479,3213,130119.164,141462.52,119125.82,129769.15
480,3236,96371.59,105053.6,84836.25,99224.94
481,3243,98418.375,98456.5,89365.31,107433.3
482,3251,37463.734,39440.805,27726.19,45224.21
483,3252,93631.25,96131.74,89873.52,94888.47
484,3261,131292.2,135803.1,122503.07,135570.45
485,3263,143014.83,130640.77,128684.72,169718.98
486,3274,82844.63,89140.96,72062.75,87330.18
487,3284,88337.375,89020.93,81545.77,94445.44
488,3285,60449.707,61590.633,53221.188,66537.3
489,3287,72219.875,77406.24,60053.785,79199.59
490,3294,77573.12,56466.465,77840.96,98411.94
491,3301,70518.43,70384.92,60170.836,80999.54
492,3307,132778.95,144722.47,125162.13,128452.27
493,3310,32518.709,35568.934,29381.107,32606.09
494,3316,116149.125,129536.63,100923.41,117987.36
495,3323,30193.416,32340.6,28393.723,29845.93
496,3326,20343.936,19821.611,20110.701,21099.492
497,3340,147782.02,138119.88,137587.88,167638.33
498,3344,49167.137,55163.562,44355.105,47982.74
499,3353,111611.32,89696.93,109622.836,135514.2
500,3359,66006.47,60519.63,49627.75,87872.02
501,3367,53606.176,58807.324,47568.027,54443.188
502,3368,27519.86,31996.193,24505.889,26057.498
503,3371,47525.676,46461.49,44379.14,51736.402
504,3383,86132.5,85711.0,80294.914,92391.59
505,3389,73707.1,74397.5,66728.82,79995.0
506,3394,109596.32,139675.0,109158.484,79955.484
507,3396,244245.05,287455.22,203445.31,241834.58
508,3406,32414.494,31816.934,30152.203,35274.35
509,3415,86926.414,85089.07,79890.05,95800.12
510,3416,188900.42,221454.86,166400.67,178845.7
511,3426,98610.46,96596.25,90216.0,109019.11
512,3432,67801.34,68362.55,62645.6,72395.89
513,3433,76977.99,77320.305,70592.16,83021.5
514,3436,82546.76,57408.715,81069.91,109161.66
515,3450,184839.73,214294.39,163593.36,176631.42
516,3457,55339.668,60819.723,50040.367,55158.91
517,3464,74627.375,72236.6,71551.62,80093.91
518,3472,86398.01,86469.84,77136.86,95587.336
519,3475,141720.1,141760.81,129512.914,153886.56
520,3478,70929.805,52444.74,62477.63,97867.03
521,3480,137608.88,150325.16,118296.63,144204.86
522,3484,76999.71,53360.062,81767.27,95871.78
523,3493,61484.37,65936.0,48843.812,69673.3
524,3512,105230.25,115116.25,91047.23,109527.27
525,3533,107903.586,111463.01,94189.836,118057.9
526,3539,88252.84,104967.766,79892.37,79898.4
527,3549,145398.16,138178.95,137949.55,160065.97
528,3552,64938.27,66118.4,55782.137,72914.27
529,3557,61785.637,64648.32,54354.176,66354.41
530,3559,83504.43,85579.91,73632.36,91301.016
531,3565,88862.02,101035.086,75097.33,90453.664
532,3566,86354.1,100502.164,78204.2,80355.93
533,3568,88862.02,101035.086,75097.33,90453.664
534,3592,60963.49,66189.84,55646.258,61054.37
535,3593,89715.23,85444.46,72270.98,111430.26
536,3598,66738.47,69218.57,59343.625,71653.21
537,3599,89788.5,101484.6,78223.96,89656.945
538,3605,79070.3,87404.42,67072.234,82734.234
539,3608,65900.945,63896.17,57734.934,76071.72
540,3617,93543.56,93692.81,81786.57,105151.31
541,3621,98839.75,104779.21,89540.0,102200.03
542,3626,137763.31,104356.27,136345.3,172588.38
543,3627,30498.084,37082.73,25780.176,28631.342
544,3636,89062.4,108000.68,78830.58,80355.93
545,3644,75528.32,87038.69,63840.934,75705.35
546,3650,43047.64,45121.184,30479.664,53542.082
547,3661,52420.863,50865.6,44955.695,61441.293
548,3667,51876.387,51142.938,48310.17,56176.047
549,3672,108244.13,79121.14,107197.77,138413.5
550,3674,241693.55,255016.05,210724.3,259340.31
551,3675,99027.31,97513.15,94264.2,105304.6
552,3684,99192.09,113113.766,84963.33,99499.19
