,cod_loja,faturamento,jan,fev,mar
57,66,218802.25,231092.8,192872.64,232441.3
58,67,328887.56,332886.34,294200.88,359575.44
59,68,125001.16,130922.66,106312.68,137768.12
60,69,59815.816,58577.914,52093.25,68776.29
61,70,41259.66,41620.617,34373.6,47784.76
62,71,74506.305,69387.35,64729.715,89401.84
63,72,348730.22,379796.5,313599.75,352794.34
64,74,85702.766,94513.78,77045.49,85549.016
65,76,231534.33,234888.33,202683.2,257031.48
66,77,100487.38,102525.86,84915.836,114020.47
67,78,117491.414,121465.45,101548.52,129460.266
68,79,145666.28,147509.66,128736.28,160752.9
69,80,153426.8,157229.55,135245.5,167805.31
70,81,108449.875,107213.57,93771.44,124364.61
71,83,79155.77,80957.76,70076.29,86433.266
72,85,135276.55,134513.6,118573.15,152742.89
73,86,164020.39,169679.06,144393.1,177989.03
74,88,147013.33,150141.17,131396.08,159502.77
75,89,101263.23,102392.18,89074.48,112323.02
76,90,78282.01,78697.58,68541.55,87606.914
77,91,81327.01,80439.88,70392.4,93148.75
78,92,72371.18,77317.305,62917.883,76878.36
79,93,130759.4,135245.58,111354.336,145678.27
80,94,160243.73,164892.27,142346.92,173492.0
81,95,92102.44,93509.164,81217.84,101580.305
82,96,94950.0,94671.39,85383.39,104795.234
83,97,122004.41,123910.84,104421.13,137681.25
84,98,95419.29,94306.75,84644.016,107307.1
85,100,31139.086,32994.64,26332.898,34089.72
86,101,87176.26,85863.65,76007.27,99657.86
87,102,94015.52,93642.1,82221.945,106182.53
88,104,65388.637,63888.348,57754.355,74523.195
89,105,107685.94,106999.305,91753.66,124304.86
90,107,48214.77,49480.21,39419.91,55744.18
91,108,60717.69,63703.605,50818.77,67630.7
92,109,61710.926,64155.418,48797.05,72180.305
93,110,113070.65,112073.27,98328.625,128810.04
94,111,105174.336,103965.04,92942.945,118615.0
95,112,84789.94,88221.77,69181.54,96966.5
96,113,239347.86,229364.31,217706.83,270972.44
97,114,111270.586,103438.54,90107.8,140265.4
98,115,65974.74,65164.297,57622.633,75137.3
99,116,186039.8,199720.84,158689.0,199709.52
100,118,136813.12,140026.56,118510.79,151902.03
101,120,128262.4,125270.93,115806.39,143709.88
102,121,111703.32,115087.02,97705.57,122317.37
103,122,54960.28,53759.227,48200.65,62920.965
104,123,143184.8,146510.62,123066.77,159976.98
105,124,93595.086,91135.664,81284.55,108365.016
106,125,135426.58,138167.27,119015.984,149096.5
107,126,303209.53,310622.3,264921.28,334084.94
108,128,193093.23,199446.17,167228.25,212605.23
109,130,145682.92,147817.34,127073.39,162158.03
110,131,104020.12,104023.37,90244.11,117792.87
111,133,72216.86,70455.91,62261.863,83932.81
112,134,107966.125,104567.3,94535.45,124795.64
113,135,35700.3,35716.26,31697.469,39687.176
114,136,198877.23,215218.5,170927.19,210485.98
115,137,43515.87,48496.348,38311.81,43739.453
116,138,267891.06,280132.47,241000.39,282540.3
117,139,107930.125,108006.016,94232.09,121552.26
118,140,174190.98,175864.73,152205.52,194502.69
119,141,63551.75,65718.87,54398.234,70538.15
120,142,59200.33,61811.574,51726.953,64062.453
121,143,352411.25,378673.16,309211.12,369349.5
122,144,174476.27,178660.4,157815.34,186953.08
123,145,136286.67,139126.3,116453.21,153280.48
124,146,87122.5,89680.83,75182.56,96504.11
125,147,203367.42,213958.9,176715.2,219428.11
126,148,290599.75,320876.75,249932.16,300990.38
127,149,52051.52,51832.105,45022.883,59299.586
128,150,119683.41,115962.8,104971.39,138116.03
129,151,114765.695,111467.266,100266.88,132562.94
130,152,149462.42,150237.86,131226.44,166922.95
131,153,149820.58,156329.72,130325.73,162806.33
132,154,97017.35,97977.16,84052.97,109021.93
133,155,216511.81,221166.02,193000.34,235369.08
134,156,72373.555,70510.695,61713.65,84896.32
135,157,26388.96,27710.076,22068.365,29388.44
136,158,54581.266,53325.613,47972.21,62445.97
137,159,59162.26,66256.086,49836.31,61394.387
138,160,184064.56,202474.61,157588.48,192130.6
139,161,26869.781,28662.9,22039.27,29907.168
140,162,125105.77,128252.13,107394.67,139670.5
141,163,117231.49,111789.086,101953.85,137951.53
142,164,214602.61,213739.44,184889.36,245179.0
143,165,139943.05,142454.69,121018.84,156355.61
144,166,59526.754,59980.957,53715.418,64883.89
145,167,26885.062,26908.89,23169.828,30576.467
146,168,150543.55,149911.19,132051.5,169667.95
147,169,345069.97,374374.94,300912.72,359922.25
148,170,64645.293,67001.84,56470.027,70463.99
149,171,128921.32,131800.11,111562.375,143401.48
150,172,98998.35,99963.64,82407.62,114623.82
151,173,123650.62,120418.37,108669.28,141864.19
152,174,74995.22,70634.62,65375.38,88975.66
153,175,221632.0,223265.72,200562.73,241067.56
154,176,198205.0,205641.5,168889.36,220084.1
155,177,292503.34,298968.0,260280.98,318260.97
156,179,193881.8,198411.64,167223.9,216009.81
157,180,109667.35,106295.73,98480.18,124226.15
158,181,93343.0,92876.086,82899.28,104253.62
159,182,208529.45,238881.47,179805.03,206901.88
160,183,59904.168,61343.617,52688.605,65680.28
161,184,141920.62,147007.5,123010.68,155743.67
162,185,185127.3,182875.25,160193.81,212312.83
163,186,54637.312,55137.707,47812.84,60961.387
164,187,222761.19,217404.84,193253.14,257625.58
165,188,96055.6,98133.98,83401.55,106631.28
166,189,86489.64,86291.62,75188.83,97988.484
167,190,86559.65,86821.61,76214.57,96642.766
168,191,127872.34,125466.5,110637.03,147513.5
169,192,120022.21,117378.67,104577.38,138110.56
170,193,103593.76,103214.375,91127.805,116439.086
171,194,244730.62,239423.05,217470.73,277298.12
172,195,123503.875,120091.72,108017.59,142402.31
173,196,56829.582,55001.207,50391.113,65096.434
174,197,263880.28,278422.34,232199.16,281019.34
175,198,57971.566,54997.367,54473.97,64443.367
176,199,37999.332,36061.41,34764.438,43172.152
177,204,282682.66,295116.4,253765.14,299166.44
178,205,139717.2,140967.34,120823.055,157361.19
179,207,165226.75,168594.08,145984.75,181101.42
180,208,190215.8,203596.98,164598.39,202452.03
181,209,105045.34,104553.02,91438.02,119144.99
182,210,40013.312,42418.242,33167.01,44454.688
183,211,112727.75,109338.27,98680.6,130164.375
184,212,72634.055,69968.91,62817.29,85115.98
185,214,37921.98,38607.195,32904.324,42254.418
186,216,217427.94,225282.92,189022.12,237978.77
187,217,121791.375,123202.59,103379.27,138792.25
188,218,129851.37,134803.08,114322.02,140429.0
189,219,56248.03,61766.043,46809.574,60168.484
190,221,102615.19,103415.99,87748.13,116681.42
191,222,147122.42,151049.89,129025.914,161291.47
192,223,137004.0,136712.45,117705.33,156594.2
193,224,33942.535,34464.727,30243.45,37119.43
194,225,40944.13,41958.4,35212.24,45661.746
195,226,73873.914,73310.69,62144.656,86166.39
196,227,121256.086,120542.25,105965.055,137260.95
197,228,195626.45,197649.95,168776.94,220452.5
198,229,141370.45,150109.4,128015.79,145986.17
199,230,118985.25,120985.19,97672.664,138297.92
200,231,45465.645,47204.266,39801.56,49391.105
201,233,30029.88,32034.703,25985.547,32069.395
202,236,147072.61,144705.23,128626.82,167885.77
203,237,31647.984,33978.633,26724.262,34241.055
204,238,168934.67,180532.11,146548.81,179723.1
205,239,58438.58,66404.58,49423.367,59487.79
206,243,112347.04,115376.85,96000.83,125663.445
207,244,242839.31,259544.23,210360.67,258613.05
208,245,60955.062,66780.84,53029.98,63054.35
209,246,201163.23,210515.89,175887.2,217086.6
210,247,94942.65,93594.21,82664.78,108568.945
211,248,140029.98,149090.81,126719.83,144279.31
212,249,111968.71,118927.5,100531.16,116447.48
213,250,60558.953,59126.367,54347.027,68203.47
214,251,29334.678,31640.771,25852.086,30511.168
215,252,99140.78,99573.77,84928.086,112920.49
216,253,80728.78,86312.68,67642.95,88230.73
217,256,119083.52,121053.96,103883.92,132312.69
218,257,97165.56,96750.62,84250.06,110496.01
219,258,38990.523,38732.28,33093.668,45145.617
220,259,97856.79,106473.4,85772.72,101324.25
221,260,125002.914,124324.73,106350.69,144333.36
222,263,61581.418,63306.47,52817.754,68620.02
223,264,39827.0,41660.453,33321.098,44499.45
224,265,103681.06,110060.625,95108.12,105874.44
225,266,124949.6,128468.2,109044.67,137335.94
226,267,81591.484,76625.1,75989.484,92159.86
227,268,65825.914,63538.832,56621.71,77317.19
228,269,136994.12,135296.84,120344.234,155341.31
229,270,320891.12,327152.78,285876.66,349643.97
230,271,164465.67,169822.39,145374.97,178199.66
231,273,99452.75,101062.35,88589.414,108706.49
232,274,139083.38,141754.4,119800.055,155695.64
233,275,120156.52,117632.16,106288.99,136548.42
234,276,98676.65,100778.28,87877.87,107373.79
235,277,94890.81,94691.32,83800.95,106180.164
236,279,42947.906,48373.43,37304.438,43165.848
237,280,118415.27,118905.27,104193.46,132147.06
238,281,125989.85,127839.44,111310.69,138819.45
239,282,105377.91,103671.66,92365.29,120096.77
240,283,258690.95,249979.33,230808.38,295285.22
241,284,74528.914,72601.695,66033.45,84951.586
242,286,142915.62,156290.23,119014.3,153442.33
243,287,34595.88,34756.258,29737.525,39293.85
244,288,31072.822,30829.174,27317.17,35072.13
245,289,76863.94,76363.88,66704.92,87523.0
246,290,100815.98,96318.84,87009.27,119119.805
247,291,139478.11,140434.67,122894.164,155105.45
248,292,226594.3,236056.52,196073.34,247653.02
249,293,253604.0,274556.75,220273.1,265982.2
250,294,302058.66,306269.97,273399.75,326506.28
251,295,185093.19,187419.44,160074.42,207785.67
252,296,75407.914,81722.3,65866.74,78634.7
253,297,63019.19,69806.375,55510.625,63740.574
254,298,30984.229,33541.824,28267.516,31143.346
255,299,62771.082,66732.2,54743.36,66837.68
256,301,127559.21,132464.53,110314.14,139898.95
257,304,45440.99,45008.566,41282.66,50031.74
258,305,59168.027,64569.902,49624.766,63309.41
259,306,102776.49,106346.06,86940.766,115042.65
260,307,283541.34,292713.0,248035.97,309875.03
261,309,134166.95,137759.45,113167.71,151573.69
262,310,141957.81,143053.98,125510.195,157309.27
263,311,97458.71,97570.53,88115.234,106690.36
264,312,39290.508,43539.31,33377.137,40955.08
265,313,137266.2,141969.38,119650.234,150179.02
266,314,61438.3,65992.88,52567.81,65754.22
267,316,113893.04,114724.29,105141.41,121813.445
268,317,91728.28,98109.61,80289.625,96785.6
269,318,134053.62,133160.73,119902.31,149097.84
270,319,61689.113,61557.254,52857.883,70652.21
271,320,169724.86,177266.14,149881.62,182026.81
272,321,96437.66,93949.0,87624.58,107739.4
273,322,61992.348,60815.746,54972.145,70189.16
274,324,77073.08,81263.99,70055.03,79900.2
275,325,32841.426,35786.074,29021.08,33717.12
276,326,42471.465,52534.496,37367.54,37512.36
277,328,292451.06,297289.44,266758.7,313305.06
278,329,187633.55,192535.72,164787.8,205577.14
279,330,145874.84,154435.1,129969.914,153219.53
280,331,101345.79,102858.68,89622.34,111556.34
281,332,87452.305,83683.836,76410.57,102262.5
282,335,205901.23,216401.97,177238.1,224063.62
283,336,46745.566,50582.13,41397.574,48257.0
284,337,122291.664,126518.92,105012.97,135343.1
285,338,60413.99,73013.2,51301.914,56926.85
286,340,78204.51,82180.516,70485.28,81947.734
287,341,53626.27,54836.004,45450.47,60592.348
288,342,62868.78,59552.82,54896.4,74157.125
289,343,238855.75,257954.19,201445.33,257167.73
290,345,156808.11,154291.86,134161.92,181970.56
291,346,52196.934,53533.508,45465.59,57591.7
292,347,57938.332,62626.75,48695.58,62492.676
293,348,59850.746,64734.6,52232.75,62584.883
294,349,80333.72,75429.12,72390.62,93181.43
295,350,52194.324,50876.227,46832.594,58874.145
296,351,66077.6,67526.05,57094.426,73612.33
297,352,43471.504,42659.805,39296.46,48458.254
298,354,45959.793,49370.305,39960.37,48548.695
299,356,164852.88,163462.66,144684.06,186411.89
300,357,146384.19,144154.56,134075.2,160922.81
301,358,78093.016,77781.08,73020.25,83477.72
302,359,142624.2,150507.22,125882.78,151482.62
303,360,152035.3,154535.25,134080.48,167490.14
304,361,85130.65,76880.305,74041.266,104470.37
305,362,82997.72,79238.875,72712.53,97041.74
306,363,93549.75,98195.61,85734.336,96719.32
307,364,126198.586,120810.98,112280.95,145503.83
308,365,66705.44,65279.05,55739.65,79097.6
309,366,142432.94,148342.08,125375.945,153580.8
310,367,55995.16,57446.434,48897.1,61641.957
311,368,205727.83,207854.64,174705.52,234623.36
312,369,53520.62,58156.24,45108.215,57297.402
313,370,41946.535,45950.18,37235.477,42653.953
314,371,254682.55,275654.12,220553.72,267839.8
315,372,217449.27,212549.53,182595.84,257202.45
316,373,65763.055,67296.38,57276.992,72715.79
317,374,227961.17,246706.4,200408.36,236768.77
318,376,62521.934,66368.53,52965.78,68231.484
319,377,83998.27,85716.95,72548.53,93729.34
320,378,123608.96,125401.36,108942.84,136482.66
321,379,282953.28,283130.12,250976.2,314753.53
322,380,179013.89,174484.31,155163.16,207394.23
323,382,53747.875,54969.723,47716.39,58557.516
324,383,55137.676,55750.07,50863.84,58799.133
325,385,182803.56,198682.25,162300.77,187427.7
326,386,128646.414,134654.19,114766.586,136518.48
327,387,76304.15,83652.38,66567.58,78692.47
328,388,95567.23,96827.99,84930.914,104942.8
329,389,302679.97,304827.22,266491.9,336720.78
330,390,90744.48,92950.78,81114.92,98167.734
331,391,93220.16,91046.79,80817.8,107795.875
332,392,116465.01,156411.97,100426.66,92556.414
333,393,307004.28,314986.44,271520.75,334505.66
334,395,33292.152,37092.29,29167.094,33617.08
335,396,71803.98,71411.18,61707.508,82293.25
336,397,181015.0,192782.36,158867.61,191395.06
337,398,84558.03,87281.91,72465.836,93926.34
338,399,41809.15,44237.38,36217.94,44972.125
339,400,88350.04,90239.43,77268.42,97542.28
340,401,112878.65,114413.79,99810.79,124411.375
341,402,35842.52,38353.645,30463.697,38710.22
342,403,107306.086,105686.03,94054.625,122177.61
343,404,58454.137,60916.477,51074.105,63371.83
344,405,122890.52,122765.87,110764.766,135140.92
345,406,81632.695,77330.84,72136.76,95430.484
346,407,98663.914,99213.555,85598.04,111180.14
347,408,44594.703,43759.75,38415.45,51608.902
348,409,72201.47,70752.086,63970.04,81882.27
349,410,144599.3,149202.89,127975.33,156619.67
350,411,81532.23,87773.69,67284.586,89538.414
351,412,104282.06,103415.99,89354.555,120075.625
352,413,58969.34,57073.37,51725.61,68109.03
353,414,121664.93,120567.086,105770.75,138656.94
354,415,69267.51,68986.195,61493.84,77322.49
355,416,137727.67,144855.72,120552.89,147774.39
356,417,135828.62,134173.02,118795.06,154517.81
357,418,86802.77,89134.23,75150.78,96123.32
358,419,50042.17,51400.906,46575.45,52150.152
359,421,76471.47,81523.31,66512.53,81378.555
360,422,217550.81,220279.28,193406.16,238967.02
361,423,127752.695,128094.445,112236.4,142927.25
362,424,40896.08,46334.355,35855.035,40498.848
363,425,151308.44,153871.83,128308.27,171745.23
364,426,42354.613,48417.082,37157.246,41489.52
365,428,104239.25,97130.41,90753.42,124833.93
366,429,121214.9,125341.53,106941.49,131361.67
367,430,53150.75,51336.016,46804.96,61311.266
368,431,62578.887,64651.04,52957.16,70128.46
369,432,109391.99,111983.586,96089.23,120103.164
370,433,224567.8,233444.7,199694.55,240564.12
371,434,99097.88,97680.02,88479.14,111134.49
372,435,118112.0,117934.75,103989.92,132411.34
373,436,79695.31,75811.1,70771.03,92503.805
374,437,145848.25,161276.36,129721.51,146546.89
375,438,59888.688,61048.61,53035.805,65581.64
376,439,232372.77,237088.48,205274.44,254755.39
377,440,211303.77,222229.88,186998.62,224682.81
378,441,123942.5,121578.13,106416.1,143833.27
379,442,197725.56,206418.73,164746.03,222011.92
380,443,138712.58,135132.06,118177.9,162827.78
381,444,92096.87,101790.09,81422.625,93077.87
382,445,54435.17,52776.47,47536.074,62992.973
383,446,38363.543,39978.883,32068.795,43042.95
384,447,90877.19,92613.734,79830.164,100187.64
385,449,175352.27,181643.4,149381.31,195032.11
386,451,121950.15,128816.12,106161.3,130873.016
387,453,48733.777,52823.336,42794.465,50583.53
388,454,104463.04,102566.67,89198.73,121623.71
389,455,72404.53,71126.81,62245.668,83841.1
390,456,126760.69,127019.19,108504.74,144758.11
391,457,26233.014,29866.246,22048.56,26784.236
392,458,212199.19,219777.42,185200.38,231619.75
393,459,83737.836,84863.44,73708.74,92641.31
394,460,93718.32,101182.5,84290.61,95681.86
395,462,187548.42,191206.83,162759.66,208678.73
396,463,69186.305,72433.07,60622.23,74503.625
397,464,123284.555,120984.086,104612.36,144257.22
398,465,151158.98,149286.81,134782.03,169408.1
399,466,70696.445,69680.45,64858.4,77550.49
400,467,156923.64,163861.73,139318.03,167591.17
401,468,108404.99,106180.89,94192.74,124841.35
402,469,151716.31,147855.81,134451.47,172841.67
403,470,73574.84,68792.51,65874.34,86057.69
404,471,247605.17,259126.62,206104.84,277584.0
405,472,41943.41,48113.863,37307.21,40409.156
406,473,182421.62,197655.47,160468.53,189140.84
407,474,28497.084,32349.021,23451.389,29690.842
408,475,68854.055,68505.68,60176.727,77879.74
409,478,84821.445,80943.22,74302.09,99219.016
410,479,81180.47,77658.6,70168.17,95714.625
411,481,52578.25,52689.164,45628.664,59416.93
412,482,165053.47,160970.23,148927.31,185262.84
413,483,75430.836,74318.336,63970.77,88003.4
414,484,26918.627,28430.57,22559.166,29766.148
415,485,70025.234,74930.61,61820.223,73324.875
416,487,42647.52,47250.277,37499.438,43192.848
417,488,203441.7,220279.88,179298.31,210746.9
418,489,53800.88,60470.434,45605.92,55326.285
419,490,67384.22,69158.914,59549.535,73444.2
420,491,69046.76,75429.875,60406.848,71303.55
421,492,124858.25,127702.15,109595.79,137276.83
422,493,126157.98,133811.73,106149.2,138513.02
423,494,84137.51,78556.484,70962.21,102893.83
424,495,58848.99,62970.207,49975.77,63600.99
425,496,91818.18,89475.15,79527.35,106452.03
426,497,62780.363,64904.633,55287.688,68148.78
427,498,105883.625,106534.195,92631.48,118485.2
428,499,113833.164,110809.305,102158.68,128531.5
429,500,186416.17,185844.98,164738.22,208665.31
430,502,112615.12,110918.66,99256.38,127670.305
431,503,146982.61,148212.44,130747.8,161987.56
432,504,76662.34,82709.77,67241.51,80035.74
433,505,135381.7,134085.81,115786.414,156272.88
434,506,83408.26,87540.27,76393.02,86291.47
435,507,31127.586,35140.035,27638.104,30604.615
436,508,181039.25,178258.95,160422.05,204436.73
437,509,321070.25,346342.88,290581.7,326286.16
438,510,227769.11,224382.42,205384.55,253540.33
439,511,200019.0,202776.45,165772.56,231508.03
440,512,66345.22,68621.73,57382.93,73031.01
441,513,45273.254,47518.543,38350.355,49950.867
442,515,64193.824,65175.12,54389.008,73017.336
443,516,175966.61,190326.39,153203.36,184370.05
444,517,206835.7,209117.56,180147.7,231241.89
445,518,54989.14,57839.23,48125.773,59002.418
446,519,209414.27,238134.56,188121.12,201987.11
447,521,185626.11,183602.69,158312.05,214963.55
448,523,70892.836,71060.92,65630.18,75987.42
449,524,76915.39,79229.45,65641.17,85875.55
450,525,52531.016,53034.152,44364.426,60194.465
451,527,226179.36,240258.58,200561.83,237717.64
452,528,40485.2,46923.58,34838.26,39693.754
453,529,147835.75,153107.2,127088.18,163311.89
454,530,198756.08,211419.86,168234.12,216614.27
455,531,45408.812,45761.16,39569.766,50895.52
456,532,263062.6,282797.28,234898.27,271492.25
457,533,59517.832,60002.56,53106.51,65444.43
458,534,60187.062,60199.72,54945.766,65415.703
459,535,63553.49,63820.832,55782.613,71057.016
460,536,276676.12,284322.97,240717.94,304987.53
461,537,97981.41,96777.97,85293.42,111872.82
462,538,299807.22,294858.7,277236.44,327326.5
463,539,234133.3,225389.88,207276.05,269733.94
464,541,94039.28,102192.55,80286.12,99639.195
465,542,132278.12,127674.016,117538.445,151621.9
466,544,71368.24,76241.625,62097.445,75765.664
467,546,55907.69,54431.72,49096.3,64195.062
468,547,41544.74,43611.887,34838.19,46184.145
469,548,117592.914,117621.8,102356.29,132800.64
470,549,134610.8,140294.66,117373.46,146164.28
471,550,115178.49,110097.68,102958.13,132479.66
472,551,77932.94,79513.79,67601.44,86683.59
473,552,49492.234,49611.47,41398.402,57466.832
474,553,74191.26,74327.375,62086.344,86160.06
475,554,131863.33,125630.77,117648.72,152310.47
476,555,124088.09,122361.28,111911.06,137991.94
477,557,119550.336,121073.64,102026.65,135550.73
478,558,61479.03,65052.695,53502.723,65881.664
479,559,45590.637,47240.492,40298.68,49232.727
480,562,121881.04,127923.6,104609.5,133110.03
481,563,234428.12,227407.11,203994.34,271882.9
482,564,64250.24,63894.754,55482.82,73373.13
483,565,130773.27,136921.95,109232.24,146165.62
484,567,288819.53,311937.3,242451.94,312069.3
485,568,97063.26,103147.05,86232.33,101810.41
486,569,171010.55,180566.83,154693.23,177771.58
487,570,55367.766,63334.63,45844.992,56923.676
488,571,139850.19,143510.73,119441.664,156598.17
489,573,100506.5,95256.94,88974.91,117287.66
490,574,62261.703,69430.28,55121.414,62233.418
491,576,160563.3,158570.6,140251.36,182867.97
492,577,73785.74,78013.84,64090.69,79252.7
493,578,475913.75,525757.7,389849.34,512134.28
494,579,53174.895,55244.055,46359.777,57920.867
495,580,140430.73,144593.02,123521.586,153177.58
496,581,72437.96,69916.195,62072.96,85324.71
497,582,479785.4,530167.25,408933.44,500255.62
498,583,121637.43,116675.76,106868.38,141368.14
499,584,32878.754,34008.418,27519.371,37108.477
500,585,30735.33,33632.18,27944.791,30629.021
501,586,102981.02,104188.555,90446.12,114308.38
502,587,92041.586,90931.67,84883.4,100309.67
503,589,97602.41,97985.74,85012.44,109809.03
504,590,79768.375,74219.64,69000.734,96084.76
505,591,152060.36,153593.08,134790.66,167797.31
506,593,60122.715,59110.344,53892.516,67365.28
507,594,29825.24,33845.9,25609.184,30020.635
508,595,116071.69,112996.625,101782.97,133435.45
509,597,149252.25,148738.25,133045.45,165973.06
510,598,176577.06,179452.25,153962.73,196316.2
511,599,29363.87,26742.033,26416.436,34933.137
512,600,95058.086,94015.7,81938.76,109219.8
513,602,244922.12,267791.9,224909.75,242064.73
514,604,18750.154,22042.27,15802.335,18405.854
515,605,69296.03,73417.18,59370.582,75100.33
516,606,182998.75,183357.25,159377.44,206261.56
517,607,65197.848,64315.55,53976.66,77301.336
518,608,200301.88,202869.61,173934.28,224101.73
519,609,107254.07,107976.83,97726.03,116059.36
520,611,257665.06,268177.44,233063.31,271754.44
521,612,87481.414,89239.44,76879.81,96325.01
522,613,71858.44,73153.61,60125.258,82296.44
523,614,23966.607,25970.686,19143.865,26785.268
524,615,199156.19,206196.47,172110.72,219161.39
525,616,89398.35,91639.664,79617.27,96938.14
526,617,44322.58,45105.918,38256.543,49605.273
527,619,144141.02,146489.14,125065.91,160868.0
528,621,174607.61,169639.9,158742.28,195440.61
529,622,237820.2,229074.05,209503.89,274882.7
530,623,39904.406,37690.22,39035.93,42987.074
531,624,104117.71,104408.305,94160.56,113784.234
532,625,234171.95,231585.5,206678.8,264251.56
533,626,42713.2,46467.3,38091.43,43580.86
534,627,62308.75,69939.69,52708.96,64277.6
535,628,246406.12,255690.23,217843.84,265684.34
536,629,204837.95,209560.3,182791.62,222161.92
537,630,77673.88,73613.7,65599.07,93808.86
538,631,134614.45,132586.16,116723.06,154534.12
539,632,122233.12,117659.56,107473.53,141566.25
540,633,35939.848,36493.383,32050.428,39275.74
541,634,62662.99,71306.086,53588.332,63094.55
542,635,56160.266,65892.016,47842.7,54746.082
543,638,71747.305,80112.78,61118.902,74010.22
544,639,174679.11,173656.95,155438.88,194941.5
545,640,183534.38,193333.55,160114.34,197155.28
546,642,94826.836,97026.43,82156.984,105297.086
547,643,64702.37,64939.94,55759.016,73408.16
548,644,117511.75,117107.86,104556.13,130871.266
549,647,202323.81,197322.2,170264.39,239384.86
550,648,74561.51,79281.86,65679.38,78723.28
551,649,74439.57,75115.336,66432.805,81770.586
552,650,146105.45,162568.97,127207.12,148540.28
553,651,156174.83,152083.53,137484.9,178956.06
554,654,95797.76,96769.55,84211.05,106412.68
555,655,152169.19,157582.52,138456.38,160468.67
556,656,391145.6,413868.53,345105.78,414462.38
557,657,87252.914,88138.73,75727.43,97892.59
558,658,93372.086,99369.336,80808.94,99937.98
559,659,52412.74,52505.023,46960.754,57772.445
560,660,29341.475,30921.496,24610.73,32492.193
561,661,60098.76,60294.3,51375.34,68626.64
562,662,111445.84,109202.91,97500.77,127633.836
563,663,125031.875,125404.195,107678.19,142013.25
564,664,114770.94,113478.53,100868.76,129965.54
565,665,25840.197,29774.945,21069.736,26675.914
566,666,47980.426,48048.668,41684.223,54208.395
567,667,49756.875,50607.51,45708.734,52954.37
568,668,63653.094,69889.445,57747.027,63322.805
569,669,154756.25,147861.42,134808.92,181598.42
570,670,67437.01,65242.09,57325.637,79743.3
571,671,97903.76,98125.11,84491.766,111094.4
572,672,43156.902,44228.04,37981.316,47261.344
573,673,48076.406,46540.336,41387.45,56301.438
574,674,64217.52,69662.99,56999.008,65990.57
575,675,54490.277,53965.832,48741.97,60763.035
576,676,73223.88,70097.29,64696.336,84878.016
577,677,62369.438,64762.305,53877.88,68468.13
578,679,89001.81,86971.73,77480.22,102553.51
579,681,60513.418,61978.348,55821.055,63740.836
580,682,63264.605,63675.31,54309.77,71808.74
