cod_loja;faturamento
586;102981.02
587;92041.586
589;97602.41
590;79768.375
591;152060.36
593;60122.715
594;29825.24
595;116071.69
597;149252.25
598;176577.06
599;29363.87
600;95058.086
602;244922.12
604;18750.154
605;69296.03
606;182998.75
607;65197.848
608;200301.88
609;107254.07
611;257665.06
612;87481.414
613;71858.44
614;23966.607
615;199156.19
616;89398.35
617;44322.58
619;144141.02
621;174607.61
622;237820.2
623;39904.406
624;104117.71
625;234171.95
626;42713.2
627;62308.75
628;246406.12
629;204837.95
630;77673.88
631;134614.45
632;122233.12
633;35939.848
634;62662.99
635;56160.266
638;71747.305
639;174679.11
640;183534.38
642;94826.836
643;64702.37
644;117511.75
647;202323.81
648;74561.51
649;74439.57
650;146105.45
651;156174.83
654;95797.76
655;152169.19
656;391145.6
657;87252.914
658;93372.086
659;52412.74
660;29341.475
661;60098.76
662;111445.84
663;125031.875
664;114770.94
665;25840.197
666;47980.426
667;49756.875
668;63653.094
669;154756.25
670;67437.01
671;97903.76
672;43156.902
673;48076.406
674;64217.52
675;54490.277
676;73223.88
677;62369.438
679;89001.81
681;60513.418
682;63264.605
684;66095.17
686;21852.51
687;166028.84
688;50583.496
689;123794.29
690;75628.055
691;57837.895
692;39863.543
693;466857.1
694;34202.723
695;71372.87
696;29674.062
697;151260.11
698;58945.47
699;187188.89
700;264775.6
701;100906.21
702;101797.52
703;180550.7
704;151989.67
705;38812.844
706;51630.76
707;97229.19
708;72973.305
709;78573.164
710;92812.94
711;30799.896
712;150148.56
713;135026.89
714;86424.31
716;175601.45
717;56846.438
718;31755.896
719;140826.89
720;237575.12
721;110011.97
722;108240.84
723;125511.27
724;205113.45
725;70134.73
726;72480.65
727;107448.28
728;366378.47
729;82189.81
731;267188.72
732;64402.48
734;85991.16
735;60313.418
736;54833.12
737;59455.37
738;126818.27
739;67466.52
740;48115.594
741;34162.637
742;129494.35
743;90310.56
744;87603.85
745;39691.113
746;37077.254
747;43716.207
748;41466.83
749;362836.75
751;17585.502
752;32973.094
753;19112.678
754;43994.99
755;29257.0
757;89569.93
759;194362.42
760;209686.58
761;25953.87
762;30721.162
763;163044.75
764;135539.02
765;108625.81
766;63021.363
767;176008.39
768;67847.21
769;34834.156
770;109077.73
772;27051.867
773;156617.7
774;50786.152
775;50801.676
776;62947.684
778;44133.016
779;13015.239
780;55388.418
781;37334.812
782;52288.832
783;367664.88
784;61800.67
785;44872.395
786;91521.44
787;125649.77
788;51835.344
789;44258.996
790;223420.58
792;31453.172
793;41794.562
794;60020.78
795;20334.285
796;87108.9
797;53947.926
798;42324.215
799;361830.25
800;178700.64
801;70715.805
802;212038.95
803;135067.11
804;32017.162
805;94528.125
806;42170.156
807;147951.06
808;40993.16
809;155428.98
810;62278.02
811;45155.594
814;36207.266
815;41655.434
816;27438.24
817;43318.363
818;84755.28
819;35213.52
821;66514.24
822;56709.645
823;67799.4
824;75845.85
825;87961.5
826;152807.36
827;36853.13
828;47914.938
829;110888.35
830;137833.7
831;54894.38
832;30993.578
833;36926.414
834;57166.848
835;103239.664
836;75233.29
837;92691.01
838;48424.13
839;56791.777
840;48557.676
842;39992.82
843;103886.625
844;164533.72
845;88566.055
846;61612.516
847;72115.68
848;234204.7
849;74124.23
850;31521.682
851;66972.875
852;228817.14
853;25067.795
854;54737.17
855;86606.336
856;60350.062
858;29853.932
859;63834.55
860;48171.01
862;117654.87
863;62746.113
864;22063.531
865;61611.375
869;175661.19
870;59894.332
871;52502.277
872;68665.17
873;99928.586
874;58392.37
877;46299.582
878;21620.412
879;97862.53
880;111631.336
881;36602.52
882;45016.426
883;86615.04
884;56513.766
886;169152.11
887;49321.53
888;65666.74
889;53636.61
890;32154.883
891;76917.18
892;129101.48
893;336603.06
894;30707.57
895;130581.72
896;287086.9
897;125145.35
898;60894.44
899;71766.56
900;82997.16
901;37529.746
902;105500.78
904;160657.55
905;26334.922
906;84092.336
908;96375.4
909;74490.086
910;56550.016
911;53981.92
912;115198.48
913;50786.547
915;182595.89
916;45309.832
917;197119.02
918;56945.566
919;79741.92
920;106990.77
921;60989.75
922;60617.69
923;66566.85
924;43959.098
925;80018.44
926;67995.1
927;149485.17
928;94081.1
930;111271.62
931;179477.81
932;51580.465
933;33689.684
934;119820.15
935;55147.062
937;187231.12
939;340075.3
940;100574.76
941;102757.086
942;142251.2
943;28327.197
945;27340.947
946;27141.94
947;243563.92
948;58719.566
949;23110.795
951;46641.99
954;134819.98
955;54156.723
956;130143.71
957;94528.62
958;48689.37
959;113666.1
960;51158.188
961;62469.22
962;125296.85
963;136521.19
964;42754.293
965;19561.61
966;220734.64
968;225440.86
969;45717.582
970;130531.18
971;63067.36
972;117351.73
973;175289.69
976;66297.45
977;128867.71
978;48227.547
979;81723.96
980;85359.055
981;27726.568
982;104576.28
983;37937.105
984;119252.9
985;26767.729
986;53250.363
987;52889.67
988;27324.314
989;62765.223
990;97280.0
991;60416.72
992;32377.389
993;30671.256
994;277178.38
995;179260.36
996;88803.43
997;37244.77
998;22258.4
999;84490.98
1000;134287.12
1001;262626.84
1002;49058.062
1003;82936.086
1004;34882.92
1005;206573.83
1006;43777.316
1009;22881.135
1010;248192.17
1011;180740.11
1012;61747.715
1014;39853.434
1015;160030.12
1016;105865.0
1017;229086.14
1018;70873.43
1019;73688.84
1020;222573.92
1021;39027.49
1022;148938.44
1023;58297.113
1024;87223.02
1026;64884.48
1028;46199.215
1029;93486.85
1030;27164.525
1031;28461.555
1032;46369.137
1033;226953.88
1035;69680.19
1037;54966.316
1038;37842.777
1040;126959.85
1041;89974.69
1042;26582.385
1043;40866.73
1044;73820.45
1045;40523.02
1046;145442.12
1047;36585.27
1048;198371.17
1049;172301.81
1050;23700.928
1051;26648.564
1052;40894.543
1053;21888.834
1054;55364.043
1055;88869.19
1056;22774.688
1057;58752.95
1058;60252.27
1060;76610.26
1061;106947.15
1062;134524.55
1063;103892.414
1064;186696.05
1066;371912.53
1067;128386.375
1068;207383.55
1070;45161.42
1071;41960.918
1072;227947.5
1074;54718.707
1075;70247.06
1076;95099.9
1077;60967.035
1078;85938.836
1079;139899.7
1080;108025.25
1081;197022.2
1083;45111.13
1084;96556.27
1085;95065.88
1086;57829.312
1087;208358.89
1088;62814.984
1090;44413.547
1091;313688.28
1092;34113.184
1095;161642.52
1096;36798.11
1097;64791.67
1098;172080.61
1100;31405.307
1101;27574.531
1102;57671.668
1103;351650.6
1104;61339.465
1105;44230.66
1107;98940.01
1108;38734.996
1110;60272.504
1111;76395.46
1112;132928.3
1113;35043.293
1115;140748.39
1116;41883.484
1117;67569.35
1118;141306.56
1119;168283.94
1120;51940.844
1121;202738.25
1122;35868.125
1123;79482.62
1125;104204.26
1127;185001.92
1128;167004.73
1129;158261.77
1130;78404.22
1131;55481.81
1132;202640.14
1133;105528.48
1134;130545.69
1135;169647.81
1136;48046.715
1137;139851.12
1138;83505.69
1139;70040.75
1140;65401.05
1141;37189.375
1142;184233.12
1143;54368.7
1144;67538.09
1146;28371.61
1147;36435.887
1149;39295.12
1150;30500.736
1152;75762.25
1154;47704.01
1155;55233.047
1157;79364.19
1158;70517.98
1159;18762.004
1160;48227.457
1161;72513.63
1162;69690.805
1163;176097.75
1165;158950.45
1166;187552.25
1167;31974.492
1168;39063.957
1169;140311.12
1170;98992.4
1171;159978.27
1172;103559.1
1174;490496.0
1176;44616.44
1177;185940.3
1178;40344.543
1179;61356.02
1181;92967.57
1182;299346.53
1183;126290.48
1184;67811.74
1185;80539.03
1187;32544.186
1188;33603.266
1189;74661.02
1190;177779.2
1191;147491.7
1192;38555.312
1193;58819.375
1194;25589.912
1195;65459.324
1197;57008.645
1198;61825.58
1200;55594.418
1201;110371.414
1202;103614.086
1203;299416.62
1204;254887.69
1205;52003.473
1206;62754.688
1207;127625.445
1209;86267.48
1210;51993.72
1211;150862.08
1212;130178.47
1214;85076.586
1215;120944.9
1216;123857.22
1217;26764.564
1218;121802.414
1219;79742.305
1220;57857.543
1221;49576.97
1222;59166.188
1223;74635.16
1224;132343.11
1225;51424.766
1227;302483.25
1228;89410.9
1229;66063.97
1230;214344.5
1231;35911.76
1232;155593.31
1233;141441.56
1235;179204.17
1236;256896.39
1237;209769.62
1238;98377.836
1239;109787.63
1240;75051.23
1241;89187.625
1242;135541.98
1243;75556.74
1244;30860.111
1245;49554.53
1248;103778.914
1249;103087.625
1250;68325.805
1251;57573.816
1252;58355.062
1253;55603.34
1255;493833.66
1256;191405.86
1257;65968.766
1258;38739.516
1259;85291.38
1260;122364.195
1261;39958.516
1262;27430.791
1263;103292.37
1264;118440.48
1265;392827.53
1266;317591.5
1268;126238.21
1269;485372.4
1270;100414.27
1271;79641.945
1272;58127.168
1273;43388.996
1275;132981.25
1276;45452.418
1277;20146.229
1278;63346.168
1280;58100.996
1281;160099.17
1282;48194.707
1284;100283.46
1285;38235.332
1286;143631.47
1288;31981.021
1289;33547.535
1290;66960.38
1291;90747.62
1293;58797.793
1294;124514.09
1295;56679.996
1296;96322.31
1297;40113.215
1299;92996.47
1300;35022.066
1301;42928.02
1302;49709.484
1303;62765.56
1304;58451.125
1305;56875.797
1306;100071.88
1307;23475.678
1309;69862.27
1310;67425.85
1311;88817.54
1312;60890.25
1313;75692.63
1315;200515.94
1316;131567.77
1318;159598.17
1319;110436.21
1320;127143.04
1323;71072.93
1324;314397.78
1325;66155.0
1326;206887.83
1327;65433.125
1328;24088.307
1329;75593.71
1330;121556.44
1331;35599.23
1332;45294.99
1333;45574.887
1336;48965.035
1337;143461.55
1338;29730.744
1339;99695.375
1340;57327.113
1341;191572.55
1342;144094.7
1343;101327.26
1344;121945.56
1345;51963.5
1346;123715.31
1347;47649.34
1348;29991.531
1349;157455.56
1350;27910.197
1351;184741.61
1352;70065.38
1353;69327.34
1354;228802.19
1355;48763.035
1356;183785.61
1357;66157.36
1358;79967.91
1362;87317.87
1363;83687.97
1364;64756.05
1365;56927.656
1366;138710.81
1367;161215.94
1368;132863.11
1369;85205.695
1370;27937.041
1371;63311.42
1372;110840.88
1373;40886.145
1375;94340.24
1376;139884.08
1377;64005.656
1378;36805.26
1379;43673.59
1380;94740.664
1381;111947.85
1383;44641.766
1386;217352.08
1387;53595.848
1388;136553.42
1389;271534.62
1391;219226.45
1392;222758.48
1393;97098.44
1394;189239.27
1395;108884.06
1397;231246.8
1399;36600.207
1400;79232.664
1401;112220.24
1402;88895.07
1404;128870.21
1405;135993.98
1406;238032.11
1407;64905.37
1408;43717.332
1409;27412.572
1410;31730.271
1411;30561.88
1412;40859.277
1413;43607.76
1414;57849.906
1416;93547.77
1417;145926.67
1420;44430.53
1423;40880.78
1424;50511.99
1425;260010.67
1426;54990.652
1427;106040.65
1428;221972.36
1429;105772.664
1430;94947.555
1431;71691.2
1432;190237.2
1433;277655.34
1434;87361.336
1435;83118.77
1436;40788.887
1437;214535.64
1438;70263.01
1439;264252.72
1440;286179.22
1441;147987.58
1442;194971.98
1443;324256.8
1444;129817.12
1445;45219.88
1446;88604.6
1449;151736.12
1450;98377.664
1451;94775.625
1453;50418.996
1454;32839.098
1455;68790.6
1456;97719.46
1457;100977.54
1458;121053.52
1459;100351.85
1463;30834.617
1464;209654.73
1465;124961.78
1466;167508.88
1467;83613.01
1468;106428.01
1469;61724.816
1470;76241.0
1471;24517.385
1472;84945.484
1473;156119.28
1474;61160.652
1475;241792.69
1476;118332.81
1477;101213.6
1478;54830.434
1479;54310.8
1480;74032.75
1481;130666.79
1482;71056.28
1483;129252.51
1484;87606.77
1486;107778.21
1487;81526.28
1488;252807.12
1489;39904.855
1490;61459.156
1491;32684.979
1492;110101.82
1493;111617.12
1494;36681.19
1495;122528.805
1496;188457.06
1497;36536.547
1498;71994.01
1501;41466.2
1504;214385.86
1505;141421.02
1506;84918.87
1508;61239.957
1509;59724.64
1511;107903.85
1512;127942.02
1513;126977.555
1514;30088.783
1515;90783.73
1516;116776.44
1517;72350.23
1519;99685.52
1520;80220.79
1521;192360.14
1522;36001.72
1525;38438.105
1526;30902.756
1528;177023.62
1529;40004.473
1530;28391.928
1532;72543.63
1533;79248.59
1534;94548.12
1535;22616.928
1536;92894.73
1537;67748.98
1538;71038.49
1539;138260.05
1540;119702.98
1541;50145.11
1542;52910.812
1543;94712.836
1544;67481.12
1545;45852.344
1546;62036.8
1547;35941.074
1548;132015.53
1549;94902.664
1550;36079.08
1552;54806.793
1553;126065.414
1554;37219.63
1555;57370.848
1556;127434.914
1557;35073.77
1558;81314.9
1559;64908.566
1560;90264.63
1561;103052.52
1562;134410.3
1564;24735.686
1565;35882.863
1566;167463.06
1567;21187.047
1571;107875.75
1572;97423.086
1573;52103.3
1575;61359.38
1576;66359.8
1577;38738.42
1578;140457.27
1579;127929.0
1581;19052.842
1582;48375.566
1583;54810.37
1584;84592.6
1585;57830.47
1586;289422.6
1587;103056.84
1588;51830.465
1589;39415.824
1590;79595.336
1591;31111.193
1592;65333.426
1593;99081.664
1594;60142.016
1596;157657.2
1597;57428.02
1599;76757.69
1600;74809.24
1601;140010.33
1603;183504.2
1604;79931.4
1606;64831.75
1607;32904.8
1608;102212.5
1609;128882.6
1610;182505.0
1611;93015.46
1612;42025.656
1614;106485.23
1615;76610.49
1616;140131.02
1617;77534.26
1618;352152.4
1619;29500.334
1620;16373.047
1621;45906.094
1622;35102.504
1625;257544.38
1627;111970.46
1628;51132.215
1629;55794.395
1630;96119.23
1631;64664.426
1633;40742.473
1634;52014.953
1635;43570.605
1636;57532.594
1637;81471.26
1638;71227.23
1639;91219.35
1640;139052.42
1641;405219.66
1642;50254.91
1643;55784.324
1644;61311.906
1645;125443.63
1646;88065.836
1647;69119.59
1648;122471.91
1649;71155.38
1650;141252.14
1651;69338.586
1652;44242.047
1653;67121.984
1654;60636.62
1655;106964.5
1656;46048.48
1657;74456.48
1658;243679.73
1659;154357.86
1660;69587.96
1661;145672.22
1662;308448.25
1663;58180.7
1664;216850.7
1665;311192.66
1666;103835.96
1668;91139.35
1670;29956.008
1671;65525.145
1672;40055.98
1673;98593.65
1675;121873.04
1676;92046.13
1677;85780.41
1678;114655.52
1679;61618.99
1680;97176.54
1681;344211.84
1682;39128.367
1683;134897.25
1684;40707.0
1687;19620.938
1688;52424.566
1689;77960.47
1690;209025.77
1691;35913.938
1692;58923.48
1693;56793.58
1694;48571.715
1695;79659.46
1697;71721.96
1698;93010.63
1699;100147.125
1700;31215.898
1701;87058.9
1702;63480.168
1703;54938.574
1704;50906.754
1705;62037.97
1706;205827.86
1707;47169.24
1709;37870.363
1710;56973.33
1711;37200.785
1712;32938.49
1713;43573.277
1714;40495.344
1715;62251.52
1716;285960.88
1717;93020.625
1718;24031.502
1719;25505.049
1720;66896.48
1721;103978.9
1722;101907.52
1723;151635.39
1725;39321.53
1726;39112.465
1727;30019.475
1728;36640.94
1729;40009.26
1730;53054.855
1731;35939.844
1733;44310.203
1735;36079.03
1736;57527.027
1737;165108.23
1738;39497.977
1739;160712.95
1740;64259.387
1741;166638.38
1742;157785.02
1744;62555.5
1745;86387.055
1746;103415.086
1747;55123.406
1748;82573.99
1749;136290.33
1750;33718.41
1751;101771.164
1753;223044.38
1755;18481.28
1756;46118.676
1758;61962.95
1759;34572.168
1761;312589.44
1762;129842.81
1763;102902.4
1764;82456.5
1765;69117.805
1766;72881.555
1767;24283.104
1769;105431.93
1770;79656.98
1771;49988.688
1772;25818.564
1773;119947.56
1775;48849.844
1776;94778.44
1777;33331.996
1778;26211.521
1779;64661.105
1780;29192.232
1781;15953.6875
1782;29991.123
1783;69086.57
1784;35657.938
1785;33849.41
1786;33522.785
1790;70588.56
1791;32323.229
1792;51066.473
1793;60595.324
1796;57371.176
1797;58520.926
1798;55196.95
1800;139773.95
1801;193361.19
1802;77391.91
1803;62514.902
1804;47774.082
1805;36105.59
1806;68085.51
1807;54045.527
1810;42380.95
1812;59271.824
1813;104122.56
1814;215788.83
1815;105197.26
1816;239594.19
1817;51654.684
1818;102675.46
1820;53888.363
1821;53569.895
1822;86767.78
1823;54254.49
1825;405873.16
1826;131740.97
1827;26722.28
1828;49637.703
1829;39989.418
1830;29714.326
1831;40344.098
1832;90445.664
1833;34455.973
1834;44776.793
1836;153109.92
1837;90335.555
1838;77214.24
1839;28913.072
1840;35117.51
1841;57503.984
1844;53061.59
1845;96936.125
1846;196990.2
1847;119780.88
1848;35720.887
1849;195041.89
1850;24874.13
1852;34233.047
1854;76820.93
1855;48384.312
1856;329902.12
1857;301657.0
1859;47988.332
1860;69319.914
1864;27806.795
1865;39718.855
1866;94555.49
1867;166421.11
1868;82024.79
1870;104117.79
1871;40034.324
1873;431956.78
1875;37194.457
1876;52829.45
1877;140589.7
1878;21950.4
1879;106191.9
1880;90735.32
1881;57376.707
1883;83141.18
1884;36337.816
1886;79594.15
1887;127398.625
1888;69667.555
1889;52987.87
1891;65307.652
1892;37472.266
1893;16545.818
1894;63880.844
1895;54212.785
1897;132626.06
1898;134983.6
1900;58283.645
1902;17717.809
1903;62755.03
1904;41628.098
1905;35003.133
1906;36842.72
1907;72817.87
1908;54104.34
1909;58386.3
1910;126898.73
1911;69115.305
1912;37034.168
1913;35741.36
1914;95529.54
1915;72310.21
1916;194238.5
1917;41273.66
1920;44950.562
1921;75000.4
1922;231843.73
1923;42073.844
1924;29961.084
1925;27677.506
1926;20917.672
1928;49947.906
1929;41078.316
1931;38686.016
1932;50158.605
1934;30868.51
1935;192237.31
1936;25644.225
1937;131572.77
1938;28961.607
1939;45105.938
1940;123900.69
1941;56035.45
1942;64538.605
1943;43423.355
1945;72918.195
1946;40003.504
1947;16387.072
1948;32152.041
1950;16321.31
1951;70134.055
1952;184636.45
1953;41206.465
1954;99729.56
1955;71079.22
1956;50198.02
1957;102747.375
1958;133184.28
1959;21391.879
1960;62634.2
1961;17313.377
1962;100931.01
1963;36990.49
1964;48794.277
1965;79759.336
1966;212601.33
1967;85974.32
1968;37915.004
1969;34606.41
1970;77211.76
1971;75641.125
1972;54292.41
1973;29545.834
1974;36275.363
1975;136143.94
1976;70065.57
1977;61894.547
1978;128881.125
1979;87353.77
1980;66908.93
1981;47032.598
1983;44385.78
1985;51876.78
1987;96900.97
1988;40911.39
1989;62828.906
1991;40463.89
1993;32646.604
1994;44909.406
1995;63569.55
1996;98330.6
1997;48583.355
1998;63072.3
1999;38306.72
2000;133206.58
2001;319743.97
2002;60867.33
2003;81726.27
2004;59640.99
2005;39869.043
2006;206726.83
2007;98791.53
2008;59641.36
2010;88241.32
2011;61334.066
2012;198723.73
2013;47867.355
2014;50611.24
2016;71622.586
2017;31856.713
2019;49085.105
2021;309442.22
2022;308539.53
2023;106174.84
2024;78342.625
2025;57124.453
2026;136533.02
2027;95244.836
2029;57939.027
2030;41116.336
2031;43103.094
2032;33760.027
2033;65199.105
2034;111370.47
2035;313556.47
2036;96258.81
2037;65640.37
2038;29328.662
2039;65898.33
2041;42101.844
2042;460198.03
2043;48776.49
2044;158899.75
2045;102736.4
2047;43335.297
2048;289284.4
2049;94349.81
2051;94082.805
2052;45890.844
2053;43684.99
2054;99558.88
2055;50779.61
2056;51766.66
2057;75618.914
2058;96884.195
2059;53998.504
2060;180001.17
2061;34287.652
2062;37435.332
2063;35997.168
2064;107388.81
2065;25717.305
2067;74203.31
2069;40304.72
2071;157108.62
2073;41553.926
2075;37224.05
2076;33957.52
2077;72621.52
2078;21954.244
2079;112809.96
2080;36097.434
2081;353075.25
2082;23165.703
2083;59846.875
2084;61983.082
2085;29883.578
2086;173486.08
2087;40607.484
2088;34975.824
2089;54843.066
2090;76269.18
2092;251784.17
2093;118760.01
2094;56516.105
2095;41823.508
2097;23394.068
2098;19709.924
2099;56968.113
2100;18089.594
2101;37116.586
2102;37356.61
2103;103575.24
2104;70879.31
2105;30452.146
2106;38313.895
2107;122370.94
2108;134089.5
2109;46879.2
2110;27175.65
2112;37371.418
2113;43333.844
2114;58347.45
2115;19277.61
2117;211414.7
2118;59723.78
2119;95928.71
2122;58373.88
2123;94639.74
2124;136042.55
2125;132607.39
2126;100372.5
2127;304104.97
2129;68569.305
2130;119751.19
2131;49507.95
2133;99236.125
2134;64896.543
2135;94190.914
2137;17855.408
2138;108224.84
2140;99618.0
2141;31062.818
2142;109236.94
2143;216138.62
2144;84181.77
2145;212598.3
2146;188403.25
2147;110465.414
2148;163984.83
2149;171718.05
2150;83635.445
2151;225445.5
2154;64400.137
2155;116393.19
2156;317841.75
2157;103299.336
2158;99743.78
2159;164576.83
2160;123013.03
2161;74126.79
2162;298394.66
2164;117094.77
2167;492224.66
2168;88027.375
2169;168517.33
2170;27795.19
2172;96127.04
2174;25754.904
2175;36993.105
2176;49088.01
2178;179504.77
2179;54060.902
2180;57366.52
2182;188447.27
2183;361551.4
2184;491722.5
2185;189660.86
2186;206264.23
