,cod_loja,faturamento,jan,fev,mar
196,227,121492.1,120439.0,106678.164,137359.17
197,228,196059.86,198380.5,169217.67,220581.39
198,229,140241.11,148533.92,127444.195,144745.22
199,230,119715.94,124017.31,98431.3,136699.19
200,231,45704.95,47605.957,39893.3,49615.58
201,233,30436.398,31843.69,27913.686,31551.82
202,236,147490.27,145864.45,127734.484,168871.86
203,237,31360.635,32714.688,27121.168,34246.05
204,238,169118.4,180844.7,145301.23,181209.28
205,239,58134.984,66589.414,48680.3,59135.23
206,243,116155.68,117231.82,100741.35,130493.85
207,244,241660.39,258104.05,208869.88,258007.23
208,245,61093.25,67419.4,52578.395,63281.953
209,246,201243.55,211542.03,174570.23,217618.4
210,247,94793.69,93149.35,82391.01,108840.695
211,248,139286.83,149360.05,125646.04,142854.42
212,249,114070.555,119369.08,101495.68,121346.914
213,250,60259.48,59065.914,54443.7,67268.836
214,251,29284.656,31342.328,26049.492,30462.15
215,252,98967.945,98038.51,87001.13,111864.2
216,253,79936.38,84932.55,66827.836,88048.78
217,256,116914.01,120173.625,102142.51,128425.9
218,257,97251.85,97393.87,83897.71,110463.984
219,258,39071.04,38652.105,33698.066,44862.945
220,259,96319.88,105281.49,85164.36,98513.805
221,260,125181.26,124437.55,106458.48,144647.75
222,263,61851.26,63281.508,53205.93,69066.336
223,264,40024.6,41437.36,33896.277,44740.164
224,265,101880.12,109072.04,94039.27,102529.02
225,266,125604.6,128801.07,110104.87,137907.86
226,267,80807.82,75487.04,74642.695,92293.734
227,268,65569.23,63379.832,55669.594,77658.25
228,269,137272.0,135249.08,121251.19,155315.73
229,270,320956.72,327392.03,287565.8,347912.25
230,271,164097.83,169605.72,144002.6,178685.16
231,273,99256.63,100816.0,88421.71,108532.19
232,274,138956.89,141756.17,119538.7,155575.81
233,275,120305.15,118352.484,106358.35,136204.58
234,276,98787.59,100931.836,87739.93,107691.01
235,277,94595.445,94512.28,83462.73,105811.336
236,279,42232.72,47445.96,36647.816,42604.37
237,280,117866.69,117830.445,103754.445,132015.16
238,281,127963.44,128970.055,113829.76,141090.52
239,282,105348.19,103185.61,93304.625,119554.33
240,283,257798.42,247830.28,230019.55,295545.4
241,284,72014.32,70099.7,64597.684,81345.56
242,286,140083.05,153422.8,117232.78,149593.6
243,287,34813.715,34711.68,30135.795,39593.668
244,288,31142.932,30916.754,27366.623,35145.42
245,289,75462.125,76449.32,65391.6,84545.46
246,290,100802.94,96839.69,87230.2,118338.91
247,291,139404.55,140251.5,122337.055,155625.08
248,292,225918.39,237664.8,192344.84,247745.55
249,293,259789.0,277334.88,230302.7,271729.44
250,294,300183.25,304582.16,273043.0,322924.62
251,295,185184.75,188971.8,159527.02,207055.4
252,296,74764.164,83987.04,65419.754,74885.7
253,297,62652.01,70046.91,54299.414,63609.71
254,298,30812.89,33057.934,28263.268,31117.465
255,299,62542.094,67071.12,54210.473,66344.69
256,301,128416.94,133141.95,111709.08,140399.78
257,304,45457.875,45017.008,41221.664,50134.945
258,305,59118.324,64085.43,49483.617,63785.926
259,306,105370.0,108380.44,92077.87,115651.67
260,307,285114.56,291488.22,251971.06,311884.44
261,309,134111.69,137427.1,113356.13,151551.83
262,310,141190.27,143064.4,124498.055,156008.33
263,311,98963.055,96638.52,90460.2,109790.44
264,312,39306.89,43457.92,33182.863,41279.887
265,313,137156.06,141882.14,119837.484,149748.55
266,314,61701.156,65664.66,52636.19,66802.625
267,316,110402.85,114794.305,100920.56,115493.68
268,317,91757.31,99070.67,79721.26,96480.01
269,318,134112.58,132674.45,119913.164,149750.12
270,319,60918.78,61534.188,52379.473,68842.695
271,320,167664.05,175455.66,146242.97,181293.53
272,321,94030.164,90847.01,84394.95,106848.516
273,322,61566.277,59799.08,54869.35,70030.4
274,324,74965.93,79808.97,67611.53,77477.28
275,325,33304.082,37080.934,29159.82,33671.496
276,326,42045.19,52309.85,36474.832,37350.895
277,328,294616.47,299103.7,265841.22,318904.5
278,329,187144.36,192874.84,162805.19,205753.03
279,330,144126.2,156746.02,128979.02,146653.58
280,331,101008.81,102735.79,88620.875,111669.79
281,332,89368.65,84110.21,77516.74,106478.984
282,335,206447.7,216846.02,177206.34,225290.77
283,336,43305.504,49927.254,37512.695,42476.56
284,337,122650.5,126257.69,105124.336,136569.47
285,338,60345.64,72109.88,51248.57,57678.47
286,340,79294.15,83140.8,72375.445,82366.18
287,341,53696.293,54403.426,45756.906,60928.55
288,342,63884.613,59898.754,56344.83,75410.266
289,343,243216.38,261062.58,205343.06,263243.53
290,345,154742.48,152938.55,133653.52,177635.4
291,346,52093.918,53122.38,45881.246,57278.125
292,347,58024.715,61799.85,49426.098,62848.19
293,348,60658.785,64126.812,52439.516,65410.035
294,349,79971.49,75245.56,72301.21,92367.695
295,350,49723.78,50514.273,42486.31,56170.766
296,351,65840.02,67249.61,56484.617,73785.836
297,352,42234.11,42122.99,37708.297,46871.047
298,354,45875.88,49202.836,39921.605,48503.203
299,356,166632.4,164991.97,145084.84,189820.4
300,357,148302.19,143744.36,135234.69,165927.48
301,358,74361.47,68793.516,71450.56,82840.33
302,359,142531.06,150942.05,125604.93,151046.23
303,360,155669.58,158106.73,137500.48,171401.52
304,361,81477.15,68247.33,72787.02,103397.11
305,362,82543.52,78538.87,71599.23,97492.47
306,363,93259.73,97636.96,85501.29,96640.93
307,364,126528.914,121980.875,112100.92,145504.94
308,365,66698.54,65268.656,55700.42,79126.555
309,366,140706.02,147181.3,122015.01,152921.75
310,367,54457.49,56780.816,47271.906,59319.75
311,368,207872.88,210162.47,178483.1,234973.03
312,369,53785.83,58816.734,45509.75,57031.0
313,370,42272.05,47184.625,37139.04,42492.49
314,371,255749.98,276704.44,222766.7,267778.8
315,372,216977.38,210599.33,183738.67,256594.1
316,373,65903.77,67330.555,57436.332,72944.44
317,374,229064.3,250205.5,199879.08,237108.28
318,376,62441.965,65578.99,53182.996,68563.91
319,377,84276.35,86181.37,72779.59,93868.09
320,378,124336.28,127639.11,109085.86,136283.88
321,379,282928.12,282162.56,250869.12,315752.7
322,380,181399.86,177807.97,156480.45,209911.14
323,382,53947.484,55218.547,47862.477,58761.43
324,383,54739.957,55421.96,51087.71,57710.21
325,385,187080.42,205870.73,164665.81,190704.69
326,386,129607.96,134922.14,114866.45,139035.3
327,387,76737.01,84664.766,66656.72,78889.54
328,388,94553.54,96761.016,83441.83,103457.8
329,389,306443.47,309185.75,266672.44,343472.22
330,390,91408.914,93193.52,81614.62,99418.625
331,391,92008.34,90564.914,79564.07,105896.055
332,392,123211.15,155004.05,106205.555,108423.83
333,393,305356.97,312507.94,268427.38,335135.6
334,395,32485.553,35509.016,29001.506,32946.133
335,396,72071.02,70222.78,63987.746,82002.55
336,397,181487.77,193986.55,158351.22,192125.58
337,398,85348.01,87518.086,73011.93,95514.0
338,399,41973.63,44380.27,36345.027,45195.594
339,400,90066.65,90206.08,78381.18,101612.69
340,401,118175.5,115908.53,103710.086,134907.86
341,402,35799.582,38228.227,30295.332,38875.188
342,403,106975.84,106720.516,92957.92,121249.09
343,404,58345.004,60326.434,51211.555,63497.035
344,405,123099.29,122870.26,110710.0,135717.64
345,406,81619.82,77571.83,71258.016,96029.63
346,407,98363.625,99212.984,84872.04,111005.836
347,408,45013.47,43729.664,39764.402,51546.35
348,409,72197.086,71203.99,63353.3,82033.95
349,410,144187.69,148383.9,127928.76,156250.4
350,411,81693.73,88284.62,67002.37,89794.195
351,412,103603.23,102096.63,88143.945,120569.11
352,413,58595.12,56624.86,51465.26,67695.234
353,414,121786.13,121229.21,105862.52,138266.67
354,415,69052.48,68597.33,61058.098,77502.016
355,416,138213.02,146102.39,119812.89,148723.75
356,417,135821.02,134191.11,118604.14,154667.78
357,418,86316.21,89048.61,73931.79,95968.234
358,419,50142.24,52140.72,46122.07,52163.92
359,421,76650.16,81926.5,66372.97,81650.99
360,422,217842.5,220322.47,193297.39,239907.66
361,423,128080.13,128922.086,112182.11,143136.22
362,424,41487.703,49602.297,35115.242,39745.574
363,425,149926.53,152351.8,128096.125,169331.66
364,426,42285.137,48072.49,36336.44,42446.473
365,428,103880.53,97552.36,89757.4,124331.836
366,429,121112.71,126366.94,106716.41,130254.78
367,430,53072.844,51633.43,46658.82,60926.277
368,431,61644.12,64206.945,52247.01,68478.41
369,432,109513.03,111414.78,96894.93,120229.38
370,433,225262.11,232277.78,199100.5,244408.03
371,434,98764.625,97860.38,87589.79,110843.695
372,435,117680.086,117409.21,103002.11,132628.92
373,436,78156.13,75798.44,70160.77,88509.19
374,437,147112.81,159800.64,130446.91,151090.86
375,438,59100.5,60848.254,52355.316,64097.934
376,439,233239.25,235174.92,208009.81,256532.97
377,440,210211.52,220533.39,185947.94,224153.25
378,441,123855.06,121101.93,105820.414,144642.84
379,442,198131.11,207333.89,165519.78,221539.61
380,443,138402.77,135849.9,118245.445,161112.98
381,444,91240.1,102236.53,80025.25,91458.516
382,445,54874.58,53370.023,47665.54,63588.168
383,446,38999.344,40335.445,32258.193,44404.387
384,447,90508.99,92249.51,79426.12,99851.34
385,449,175897.05,185075.88,148399.28,194216.0
386,451,121493.805,130112.86,105034.41,129334.13
387,453,48606.027,53085.332,42999.89,49732.855
388,454,105829.375,103635.94,90445.06,123407.13
389,455,71946.57,70549.19,61806.855,83483.68
390,456,127383.305,125682.37,108062.23,148405.31
391,457,26584.014,28950.068,24044.523,26757.445
392,458,215305.42,221445.53,188735.69,235735.06
393,459,84680.34,85225.26,75262.13,93553.64
394,460,93684.68,102506.086,83946.81,94601.13
395,462,188100.38,193160.61,162929.3,208211.19
396,463,67723.055,72104.6,59228.98,71835.59
397,464,124464.85,123087.14,105611.36,144696.05
398,465,151861.89,150315.83,135472.39,169797.47
399,466,70705.13,69732.055,64885.285,77498.07
400,467,158528.52,164006.5,140213.2,171365.89
401,468,108998.0,106860.01,94508.7,125625.27
402,469,148704.08,147150.06,131145.95,167816.23
403,470,70749.9,67832.195,62060.59,82356.92
404,471,248478.11,258364.98,207916.77,279152.56
405,472,42402.23,49942.58,37279.81,39984.305
406,473,182746.06,198284.84,160450.97,189502.39
407,474,28263.416,32253.963,23423.154,29113.133
408,475,67252.98,68363.75,57673.156,75722.03
409,478,85092.445,82182.9,73425.94,99668.49
410,479,81451.46,78834.79,69836.805,95682.77
411,481,52847.266,52494.766,46061.69,59985.344
412,482,165525.17,162384.38,148620.16,185571.0
413,483,75621.6,74379.36,64773.465,87711.97
414,484,27079.541,28641.002,22859.13,29738.488
415,485,68287.09,74265.59,61247.777,69347.91
416,487,42822.113,47734.07,37176.324,43555.95
417,488,202674.08,220727.14,176946.69,210348.45
418,489,53471.938,59987.113,45862.42,54566.277
419,490,66525.63,68528.75,59115.926,71932.23
420,491,68971.125,75291.695,59924.86,71696.82
421,492,122532.664,125142.36,108717.2,133738.44
422,493,126318.1,133619.6,106426.19,138908.53
423,494,84577.81,79680.086,70514.56,103538.78
424,495,58494.37,62193.61,49315.43,63974.07
425,496,92177.664,89797.26,79713.16,107022.58
426,497,63486.613,65286.117,56373.914,68799.81
427,498,105346.695,105341.01,93662.55,117036.54
428,499,113616.29,110527.88,102731.22,127589.78
429,500,186316.92,182453.03,166048.08,210449.62
430,502,112159.81,109565.93,98822.71,128090.8
431,503,145547.11,149519.47,128830.15,158291.69
432,504,76389.055,81854.21,68231.625,79081.305
433,505,135803.55,136483.8,116137.516,154789.34
434,506,83014.53,88774.44,73428.7,86840.445
435,507,31209.658,34592.273,27288.771,31747.928
436,508,181530.08,178170.88,161369.67,205049.7
437,509,316364.38,344721.9,283085.3,321285.88
438,510,229876.45,228080.55,205738.83,255810.02
439,511,204490.55,205336.28,171242.19,236893.14
440,512,64729.25,67978.85,54301.94,71906.95
441,513,43706.406,46854.684,36218.492,48046.055
442,515,63690.543,64245.293,53730.156,73096.17
443,516,172209.05,188826.7,147545.84,180254.56
444,517,204118.88,205393.4,176202.25,230760.95
445,518,55253.113,57902.637,48306.28,59550.418
446,519,208632.45,237436.86,186179.45,202281.06
447,521,184469.8,183469.14,156521.89,213418.33
448,523,69895.73,69534.37,63875.832,76276.97
449,524,78899.48,80407.266,66587.625,89703.555
450,525,53787.668,52838.38,45102.438,63422.18
451,527,226302.48,242573.66,200395.48,235938.31
452,528,40310.473,46212.977,34271.43,40447.008
453,529,147150.38,152830.31,127893.86,160726.92
454,530,194602.39,207783.67,163485.11,212538.42
455,531,45463.363,45904.05,39814.375,50671.68
456,532,263062.72,279636.72,236294.9,273256.5
457,533,59353.863,59577.11,53224.39,65260.098
458,534,60106.95,59567.13,54739.945,66013.76
459,535,64013.344,63814.72,56675.87,71549.43
460,536,277552.84,283098.6,242973.73,306586.25
461,537,98374.15,97435.086,85150.55,112536.8
462,538,302601.53,297351.3,278834.5,331618.8
463,539,234035.98,223914.22,207867.34,270326.38
464,541,94387.04,101153.53,80025.734,101981.86
465,542,131515.64,127707.89,116468.61,150370.44
466,544,71470.4,76220.164,62441.457,75749.58
467,546,55823.53,53969.742,49164.055,64336.797
468,547,41866.098,43244.69,35810.21,46543.39
469,548,117612.27,116954.18,102216.58,133666.05
470,549,135262.77,139887.66,118529.33,147371.31
471,550,113627.27,110169.9,102594.805,128117.09
472,551,78177.77,79596.805,67958.945,86977.555
473,552,49535.016,49109.89,42107.043,57388.11
474,553,72882.94,73776.08,61196.92,83675.81
475,554,131758.7,126141.445,117427.51,151707.14
476,555,124066.5,122845.78,112836.13,136517.58
477,557,119594.1,121044.76,101633.414,136104.12
478,558,60275.62,63683.023,52778.758,64365.074
479,559,45348.74,46475.008,40233.516,49337.695
480,562,121660.96,128215.3,104110.84,132656.73
481,563,235508.19,234485.47,200922.62,271116.47
482,564,63711.168,63770.668,54880.406,72482.414
483,565,130892.78,139061.72,108142.19,145474.44
484,567,285741.62,308116.38,239228.28,309880.28
485,568,97670.9,103673.16,86236.35,103103.2
486,569,171715.25,181077.1,155226.5,178842.14
487,570,54945.11,63470.574,45629.047,55735.7
488,571,139421.83,143760.44,119114.49,155390.58
489,573,100053.04,96231.14,87790.19,116137.78
490,574,62214.266,69788.71,54942.168,61911.92
491,576,158536.36,158029.5,138934.1,178645.5
492,577,73326.84,78417.68,63180.06,78382.79
493,578,476227.62,532211.7,388627.16,507844.0
494,579,53620.95,55701.254,47284.668,57876.914
495,580,139984.45,144092.42,123604.53,152256.44
496,581,72977.46,70657.24,63294.23,84980.9
497,582,480558.4,531194.8,410803.0,499677.47
498,583,122536.81,117872.45,107627.18,142110.81
499,584,32754.193,32981.055,27528.227,37753.3
500,585,31073.951,33255.09,28128.564,31838.195
501,586,102578.19,103977.195,89747.86,114009.5
502,587,92083.98,91442.57,84984.055,99825.31
503,589,97563.13,98080.04,85252.12,109357.24
504,590,81707.27,75372.72,70963.0,98786.1
505,591,152182.39,155911.52,134295.98,166339.7
506,593,59298.082,58714.6,52668.305,66511.336
507,594,30244.268,33485.633,25878.062,31369.11
508,595,115649.32,112681.18,100842.055,133424.73
509,597,149288.05,150643.5,132593.4,164627.2
510,598,176960.55,180435.42,152841.0,197605.2
511,599,29171.992,26428.9,25926.244,35160.832
512,600,94839.16,93220.74,81783.42,109513.31
513,602,244080.0,269515.03,220349.27,242375.72
514,604,18712.326,21382.715,16231.661,18522.605
515,605,68135.0,73383.38,58717.188,72304.445
516,606,183361.83,185540.33,158534.48,206010.69
517,607,64894.793,63866.47,53986.273,76831.64
518,608,199306.95,203118.17,171622.8,223179.88
519,609,110952.84,108805.164,100650.47,123402.914
520,611,257512.38,266067.44,234319.81,272149.9
521,612,88343.055,88161.19,77367.77,99500.18
522,613,71710.94,73148.48,59987.023,81997.32
523,614,23418.807,25805.58,18432.428,26018.418
524,615,198415.95,205617.73,171466.45,218163.7
525,616,85494.94,88293.5,73813.69,94377.625
526,617,42671.277,44265.016,36774.258,46974.55
527,619,142778.56,145820.02,124437.4,158078.3
528,621,174904.36,170207.05,158825.34,195680.67
529,622,237373.02,228106.75,209127.84,274884.47
530,623,39862.613,37304.8,39033.61,43249.434
531,624,104301.875,105015.484,93888.73,114001.4
532,625,231017.27,232446.2,201574.1,259031.52
533,626,42120.434,47302.258,37585.902,41473.137
534,627,62493.11,70644.4,52603.188,64231.746
535,628,244045.3,251771.55,213043.52,267320.8
536,629,205248.45,212568.89,181404.36,221772.11
537,630,77770.16,73838.48,65506.004,93965.984
538,631,134340.56,132781.4,116777.664,153462.64
539,632,122321.98,117540.664,107272.31,142152.95
540,633,35743.805,36087.844,32059.318,39084.25
541,634,62521.793,71397.66,53376.715,62791.008
542,635,56370.44,66483.71,47711.484,54916.13
543,638,70903.4,78649.75,60902.637,73157.79
544,639,175778.58,174894.86,156798.56,195642.33
545,640,183936.39,192651.38,160715.58,198442.25
546,642,95053.79,97090.445,82297.52,105773.414
547,643,63574.645,65229.656,54231.953,71262.33
548,644,118107.99,118676.375,105027.53,130620.06
549,647,202724.62,198900.4,170003.47,239269.98
550,648,76373.46,79625.24,66040.96,83454.17
551,649,71048.43,69077.1,64283.53,79784.664
552,650,147074.14,164552.31,127353.58,149316.58
553,651,155890.27,151484.03,136542.52,179644.23
554,654,95515.26,96314.37,85057.87,105173.54
555,655,151573.25,156653.39,137775.12,160291.23
556,656,392930.66,418113.8,347397.1,413281.2
557,657,87266.9,88643.19,75431.734,97725.78
558,658,91909.59,99006.62,79372.414,97349.74
559,659,52601.934,52911.48,46802.086,58092.234
560,660,29267.213,30185.15,25141.994,32474.492
561,661,60141.51,60586.516,52206.816,67631.2
562,662,111573.03,110661.84,97002.195,127055.06
563,663,125755.586,128324.766,108224.086,140717.9
564,664,113745.586,113703.63,101135.52,126397.58
565,665,26089.041,29971.865,21245.885,27049.375
566,666,47992.152,48234.73,41484.152,54257.574
567,667,50036.094,50988.918,45233.453,53885.91
568,668,63138.895,69304.85,56645.086,63466.754
569,669,151166.67,147282.27,130231.69,175986.1
570,670,67540.164,65971.15,56701.09,79948.266
571,671,98349.1,98465.04,85629.05,110953.234
572,672,43945.88,43811.04,38525.08,49501.523
573,673,48097.344,46481.25,41480.055,56330.734
574,674,64083.81,69304.055,57474.785,65472.574
575,675,54897.625,53873.613,49782.086,61037.17
576,676,73055.01,70130.414,63870.49,85164.11
577,677,62538.75,64236.934,54563.41,68815.914
578,679,89059.35,87138.87,77697.25,102341.95
579,681,59195.63,58263.19,55781.02,63542.68
580,682,64283.457,63513.32,53512.38,75824.67
